method,split,task,regime,mean_success_rate,ci95_success_rate,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
ensemble_risk_gate,combined_stress,eye_in_hand_peg_insert,lighting_shift,0.612245,0.021517,0.541172,0.001229,0.149174,0.003642,0.150372,0.002705,0.058796,0.000420,0.242994,0.002706,0.081136,0.000583,7,84
ensemble_risk_gate,combined_stress,eye_in_hand_peg_insert,nominal_view,0.610544,0.034048,0.554551,0.001203,0.134092,0.000922,0.144369,0.000645,0.056979,0.002767,0.238449,0.002142,0.072836,0.000623,7,84
ensemble_risk_gate,combined_stress,eye_in_hand_peg_insert,occlusion_shift,0.622449,0.025820,0.541744,0.001242,0.157441,0.000951,0.156342,0.000665,0.056194,0.000692,0.245756,0.000581,0.080312,0.000643,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,camera_extrinsic_drift,0.629252,0.028545,0.540965,0.001331,0.152184,0.003590,0.140281,0.000585,0.058079,0.000896,0.242214,0.000825,0.078656,0.000635,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,compound_visual_geometry_shift,0.588435,0.048266,0.531157,0.005147,0.168469,0.001095,0.150462,0.000767,0.057555,0.001507,0.246994,0.001027,0.085042,0.000741,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,depth_scale_error,0.603741,0.050589,0.546404,0.003839,0.153290,0.003944,0.142992,0.001958,0.059203,0.001153,0.241339,0.000852,0.081952,0.000591,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,jacobian_mismatch,0.596939,0.030732,0.535167,0.004847,0.156972,0.002872,0.143194,0.002477,0.059730,0.001514,0.244057,0.000820,0.084113,0.001911,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,lighting_shift,0.602041,0.055744,0.546233,0.005310,0.150826,0.000941,0.139601,0.001910,0.057673,0.000918,0.244255,0.002008,0.080003,0.000636,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,nominal_view,0.629252,0.027148,0.552751,0.001203,0.137459,0.003983,0.130236,0.000490,0.057551,0.000599,0.240564,0.002727,0.075161,0.002724,7,84
ensemble_risk_gate,combined_stress,mobile_pick_reapproach,occlusion_shift,0.554422,0.053368,0.539945,0.001242,0.155663,0.000951,0.142003,0.000665,0.055844,0.000859,0.245308,0.000534,0.079124,0.000643,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,camera_extrinsic_drift,0.644558,0.047336,0.539969,0.001331,0.153305,0.002854,0.121683,0.000639,0.056864,0.001440,0.241891,0.000986,0.078126,0.000657,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,compound_visual_geometry_shift,0.552721,0.057574,0.528404,0.003778,0.169987,0.001095,0.132144,0.001872,0.058806,0.001321,0.248590,0.000885,0.085925,0.000741,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,depth_scale_error,0.625850,0.044347,0.545935,0.001267,0.156522,0.000970,0.124741,0.000679,0.057133,0.001280,0.243499,0.002474,0.080575,0.000656,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,jacobian_mismatch,0.598639,0.039675,0.541559,0.003839,0.160204,0.003944,0.128374,0.001958,0.059348,0.001000,0.242990,0.000842,0.083879,0.000591,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,lighting_shift,0.661565,0.039063,0.551569,0.001229,0.148120,0.000941,0.120585,0.000659,0.053881,0.001302,0.243225,0.000897,0.078003,0.000636,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,nominal_view,0.685374,0.043759,0.548236,0.001203,0.141085,0.000922,0.115694,0.002416,0.054096,0.001007,0.241503,0.000708,0.077484,0.000623,7,84
ensemble_risk_gate,combined_stress,visual_grasp_centering,occlusion_shift,0.625850,0.063158,0.536485,0.001242,0.153220,0.000951,0.122030,0.000665,0.056543,0.003034,0.243192,0.000870,0.080735,0.002633,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,camera_extrinsic_drift,0.617347,0.070448,0.551184,0.001280,0.136921,0.000979,0.145052,0.000686,0.053436,0.001339,0.238855,0.000774,0.070214,0.001909,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,compound_visual_geometry_shift,0.588435,0.039394,0.538763,0.001383,0.152961,0.001056,0.157347,0.000740,0.057151,0.002389,0.241066,0.002560,0.077576,0.000715,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,depth_scale_error,0.593537,0.027148,0.557711,0.003859,0.140558,0.000931,0.149551,0.000652,0.055318,0.000546,0.238507,0.000495,0.072951,0.000629,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,jacobian_mismatch,0.591837,0.031269,0.546675,0.004882,0.149535,0.000931,0.153495,0.001913,0.057507,0.000953,0.241274,0.000707,0.076439,0.000629,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,lighting_shift,0.595238,0.077722,0.560831,0.001178,0.133702,0.003998,0.143057,0.000476,0.058365,0.001427,0.239604,0.000726,0.068004,0.000545,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,nominal_view,0.646259,0.034048,0.564963,0.001152,0.127120,0.000883,0.138486,0.002434,0.053809,0.000767,0.233338,0.000617,0.070080,0.001934,7,84
ensemble_risk_gate,heldout_camera,cable_tip_alignment,occlusion_shift,0.586735,0.035538,0.553294,0.004900,0.142747,0.000912,0.150720,0.000638,0.054490,0.001219,0.237355,0.000849,0.073428,0.000616,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,camera_extrinsic_drift,0.668367,0.034694,0.559674,0.001331,0.136014,0.001018,0.132046,0.002577,0.052539,0.002138,0.239512,0.000531,0.073621,0.001899,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,compound_visual_geometry_shift,0.603741,0.041589,0.542694,0.001434,0.155494,0.003845,0.138768,0.000610,0.059280,0.000758,0.243231,0.002097,0.076472,0.002607,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,depth_scale_error,0.661565,0.053368,0.551328,0.001267,0.138787,0.000970,0.132504,0.000679,0.052140,0.001541,0.238418,0.001007,0.070051,0.000656,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,jacobian_mismatch,0.605442,0.034694,0.549439,0.001267,0.147764,0.000970,0.137592,0.000679,0.055462,0.001189,0.241729,0.000846,0.073540,0.000656,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,lighting_shift,0.651361,0.040961,0.557874,0.001229,0.131069,0.000941,0.128831,0.000659,0.053759,0.002329,0.234486,0.000979,0.067947,0.000636,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,nominal_view,0.636054,0.029187,0.568862,0.003864,0.124484,0.000922,0.126545,0.000645,0.051763,0.001005,0.233455,0.000739,0.067734,0.000623,7,84
ensemble_risk_gate,heldout_camera,drawer_handle_alignment,occlusion_shift,0.602041,0.035590,0.551481,0.005300,0.147834,0.000951,0.137375,0.001908,0.057567,0.000960,0.240078,0.002509,0.075210,0.000643,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,camera_extrinsic_drift,0.661565,0.050111,0.552338,0.001319,0.141360,0.001008,0.139852,0.000706,0.055726,0.001665,0.234689,0.001108,0.070834,0.000682,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.585034,0.033939,0.544453,0.001421,0.155657,0.003853,0.146341,0.000603,0.060021,0.000880,0.243075,0.001826,0.075862,0.002388,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,depth_scale_error,0.634354,0.041276,0.548312,0.001255,0.137082,0.002876,0.138758,0.002035,0.057340,0.002482,0.235960,0.000744,0.073885,0.002421,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,jacobian_mismatch,0.598639,0.049291,0.546422,0.001255,0.144345,0.000960,0.142634,0.000672,0.056655,0.002545,0.239067,0.000727,0.072772,0.001914,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,lighting_shift,0.656463,0.020000,0.557449,0.001216,0.131309,0.002887,0.135315,0.000579,0.056324,0.001907,0.235287,0.002599,0.069677,0.002460,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,nominal_view,0.646259,0.038006,0.565592,0.005341,0.124305,0.000912,0.133877,0.000638,0.051663,0.001256,0.232782,0.000865,0.068035,0.000616,7,84
ensemble_risk_gate,heldout_camera,eye_in_hand_peg_insert,occlusion_shift,0.649660,0.030490,0.554766,0.003854,0.145710,0.000941,0.144477,0.000659,0.055278,0.000943,0.240022,0.000703,0.074184,0.000636,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,camera_extrinsic_drift,0.636054,0.035590,0.550411,0.001319,0.139729,0.001008,0.125664,0.000706,0.054543,0.001207,0.236169,0.002300,0.069732,0.000682,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,compound_visual_geometry_shift,0.622449,0.042514,0.542526,0.001421,0.157456,0.002830,0.133434,0.001873,0.057870,0.000915,0.242782,0.000745,0.077103,0.002582,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,depth_scale_error,0.668367,0.034319,0.553245,0.005290,0.140597,0.003952,0.128207,0.002798,0.056615,0.000892,0.235701,0.001774,0.075152,0.000584,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,jacobian_mismatch,0.653061,0.033555,0.544495,0.001255,0.142714,0.000960,0.128446,0.000672,0.056160,0.002466,0.237460,0.000722,0.075101,0.002627,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,lighting_shift,0.636054,0.065178,0.555522,0.001216,0.134823,0.003975,0.122477,0.001945,0.056596,0.001351,0.236716,0.002806,0.070944,0.002719,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,nominal_view,0.690476,0.026458,0.570525,0.001191,0.122674,0.000912,0.119689,0.000638,0.051372,0.002854,0.231278,0.000434,0.066933,0.000616,7,84
ensemble_risk_gate,heldout_camera,mobile_pick_reapproach,occlusion_shift,0.630952,0.025963,0.555126,0.001229,0.144079,0.000941,0.130289,0.000659,0.053958,0.001049,0.239147,0.000779,0.073082,0.000636,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,camera_extrinsic_drift,0.649660,0.046904,0.553525,0.004812,0.139001,0.001008,0.106943,0.000706,0.053051,0.000919,0.236889,0.002747,0.070213,0.001902,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,compound_visual_geometry_shift,0.664966,0.054467,0.543883,0.001421,0.155410,0.003853,0.114925,0.000603,0.057124,0.001005,0.242334,0.002146,0.075539,0.002388,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,depth_scale_error,0.678571,0.040415,0.559174,0.001255,0.143694,0.000960,0.112188,0.000672,0.054687,0.000986,0.237861,0.002894,0.073670,0.000649,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,jacobian_mismatch,0.653061,0.062033,0.548137,0.005290,0.147526,0.003952,0.113640,0.002798,0.056891,0.001334,0.237436,0.001812,0.077077,0.000584,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,lighting_shift,0.712585,0.036515,0.555820,0.004882,0.137128,0.000931,0.108186,0.001913,0.052827,0.001101,0.237685,0.000815,0.072352,0.000629,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,nominal_view,0.704082,0.024114,0.565546,0.001191,0.124451,0.003990,0.099308,0.000483,0.053946,0.000649,0.234811,0.002440,0.066837,0.002485,7,84
ensemble_risk_gate,heldout_camera,visual_grasp_centering,occlusion_shift,0.644558,0.035434,0.551203,0.001229,0.141503,0.000941,0.110262,0.000659,0.053339,0.001985,0.237491,0.000872,0.071158,0.000636,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,camera_extrinsic_drift,0.607143,0.030551,0.560755,0.001280,0.136497,0.000979,0.143216,0.000686,0.056401,0.001132,0.235200,0.002666,0.069207,0.000662,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,compound_visual_geometry_shift,0.605442,0.046508,0.548334,0.001383,0.152537,0.001056,0.149794,0.002352,0.057057,0.001126,0.238283,0.000808,0.075426,0.002369,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,depth_scale_error,0.613946,0.026874,0.553561,0.001216,0.138419,0.002887,0.143073,0.002665,0.057365,0.000815,0.237976,0.001930,0.071917,0.001973,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,jacobian_mismatch,0.532313,0.047140,0.551671,0.001216,0.140536,0.003648,0.144456,0.000525,0.060569,0.001375,0.238112,0.002261,0.071865,0.002691,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,lighting_shift,0.578231,0.051890,0.561254,0.005351,0.128132,0.000903,0.141015,0.000631,0.054237,0.002115,0.232587,0.000959,0.068058,0.000610,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,nominal_view,0.639456,0.044597,0.574533,0.001152,0.119835,0.004013,0.134088,0.000463,0.056123,0.001031,0.234222,0.000831,0.063246,0.000532,7,84
ensemble_risk_gate,heldout_object,cable_tip_alignment,occlusion_shift,0.610544,0.034801,0.551430,0.001191,0.142323,0.000912,0.145453,0.002636,0.056638,0.000653,0.237934,0.000530,0.073565,0.000616,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,camera_extrinsic_drift,0.649660,0.040369,0.557707,0.004804,0.135710,0.001018,0.126902,0.000713,0.054407,0.001321,0.232565,0.000920,0.066968,0.000688,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,compound_visual_geometry_shift,0.557823,0.033939,0.552161,0.001434,0.148330,0.001095,0.136780,0.000767,0.056765,0.002101,0.237699,0.000864,0.073138,0.000741,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,depth_scale_error,0.637755,0.055976,0.560795,0.001267,0.138483,0.000970,0.130790,0.000679,0.055390,0.001335,0.236096,0.002691,0.070258,0.000656,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,jacobian_mismatch,0.637755,0.040046,0.556619,0.003839,0.144030,0.003622,0.134597,0.001992,0.057299,0.001256,0.235415,0.001590,0.073692,0.000602,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,lighting_shift,0.664966,0.024646,0.567341,0.001229,0.130765,0.000941,0.127117,0.000659,0.052831,0.000826,0.235220,0.000654,0.068153,0.000636,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,nominal_view,0.675170,0.028674,0.564608,0.001203,0.124180,0.000922,0.121401,0.002631,0.053617,0.001087,0.233934,0.000854,0.067941,0.000623,7,84
ensemble_risk_gate,heldout_object,drawer_handle_alignment,occlusion_shift,0.579932,0.027285,0.551801,0.001242,0.135524,0.000951,0.128321,0.000665,0.056219,0.002224,0.235452,0.000853,0.070651,0.002633,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,camera_extrinsic_drift,0.622449,0.042208,0.561839,0.001319,0.130725,0.002858,0.136542,0.001894,0.056209,0.003010,0.235933,0.000701,0.070853,0.000650,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.634354,0.047140,0.549381,0.004744,0.148452,0.001085,0.144312,0.000760,0.055596,0.001684,0.236574,0.001096,0.073649,0.000734,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,depth_scale_error,0.675170,0.041589,0.557813,0.001255,0.135023,0.000960,0.135792,0.000672,0.052264,0.000438,0.236404,0.000365,0.068324,0.000649,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,jacobian_mismatch,0.641156,0.038921,0.555924,0.001255,0.144001,0.000960,0.140879,0.000672,0.055144,0.001151,0.239494,0.000805,0.071812,0.000649,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,lighting_shift,0.615646,0.040961,0.566950,0.001216,0.129250,0.000931,0.133492,0.000652,0.052926,0.000932,0.234261,0.000652,0.067546,0.000629,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,nominal_view,0.676871,0.040870,0.565946,0.001191,0.123961,0.000912,0.127549,0.002636,0.053638,0.000624,0.233329,0.000502,0.068218,0.000616,7,84
ensemble_risk_gate,heldout_object,eye_in_hand_peg_insert,occlusion_shift,0.649660,0.045785,0.550547,0.001229,0.138506,0.003967,0.136731,0.002533,0.057327,0.000820,0.235158,0.002789,0.071971,0.002455,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,camera_extrinsic_drift,0.646259,0.048762,0.559866,0.001319,0.132578,0.003914,0.123690,0.000550,0.056623,0.001181,0.234656,0.000894,0.069837,0.000617,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,compound_visual_geometry_shift,0.647959,0.026387,0.551981,0.001421,0.146875,0.001085,0.130179,0.000760,0.055923,0.002380,0.237686,0.002127,0.072579,0.000734,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,depth_scale_error,0.627551,0.028219,0.555840,0.001255,0.133446,0.000960,0.121658,0.000672,0.052672,0.001925,0.235841,0.000686,0.067253,0.000649,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,jacobian_mismatch,0.675170,0.018156,0.553951,0.001255,0.142424,0.000960,0.126746,0.000672,0.052776,0.000609,0.238115,0.000565,0.070742,0.000649,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,lighting_shift,0.651361,0.031681,0.564977,0.001216,0.127672,0.000931,0.119359,0.000652,0.051668,0.002342,0.232865,0.000530,0.066475,0.000629,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,nominal_view,0.709184,0.050626,0.563973,0.001191,0.122384,0.000912,0.116846,0.001918,0.051441,0.001354,0.231967,0.000886,0.067148,0.000616,7,84
ensemble_risk_gate,heldout_object,mobile_pick_reapproach,occlusion_shift,0.653061,0.023014,0.553148,0.004873,0.142074,0.002883,0.125090,0.002679,0.056032,0.000765,0.237516,0.002326,0.073269,0.000605,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,camera_extrinsic_drift,0.663265,0.037317,0.558367,0.001319,0.133612,0.003914,0.105084,0.000550,0.055191,0.000677,0.234219,0.000630,0.069228,0.000617,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,compound_visual_geometry_shift,0.639456,0.049814,0.551011,0.003783,0.148305,0.001085,0.112998,0.000760,0.054207,0.002036,0.236625,0.000927,0.073384,0.000734,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,depth_scale_error,0.705782,0.034801,0.552581,0.001255,0.131444,0.000960,0.103195,0.001905,0.053502,0.001970,0.233912,0.000851,0.070289,0.002627,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,jacobian_mismatch,0.676871,0.039252,0.550692,0.001255,0.140422,0.000960,0.107139,0.000672,0.051661,0.001731,0.236951,0.000622,0.069204,0.000649,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,lighting_shift,0.695578,0.028284,0.560662,0.001216,0.126594,0.002887,0.099261,0.000579,0.053793,0.002153,0.231892,0.002058,0.066712,0.002460,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,nominal_view,0.707483,0.040046,0.572674,0.003869,0.119062,0.000912,0.097449,0.000638,0.048287,0.001089,0.229957,0.000750,0.064709,0.000616,7,84
ensemble_risk_gate,heldout_object,visual_grasp_centering,occlusion_shift,0.668367,0.038249,0.560618,0.001229,0.141259,0.000941,0.108609,0.000659,0.053357,0.001359,0.238150,0.000936,0.071399,0.000636,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,camera_extrinsic_drift,0.608844,0.047610,0.556227,0.001319,0.140982,0.001008,0.150299,0.002375,0.054715,0.001815,0.242007,0.000845,0.076775,0.001902,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,compound_visual_geometry_shift,0.562925,0.040323,0.533462,0.001421,0.161270,0.001085,0.162166,0.001874,0.058453,0.000608,0.243790,0.000508,0.081320,0.000734,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,depth_scale_error,0.568027,0.047415,0.552273,0.001255,0.147049,0.000960,0.154229,0.000672,0.057562,0.001469,0.243449,0.000980,0.075454,0.000649,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,jacobian_mismatch,0.574830,0.041899,0.549784,0.001255,0.155577,0.000960,0.158998,0.000672,0.059282,0.000789,0.243544,0.002716,0.078635,0.000649,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,lighting_shift,0.591837,0.032088,0.554910,0.005320,0.141545,0.000931,0.152120,0.000652,0.056764,0.000896,0.240653,0.000667,0.074861,0.000629,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,nominal_view,0.625850,0.035590,0.561029,0.001191,0.129594,0.003990,0.142612,0.000483,0.057543,0.000956,0.237838,0.002288,0.069841,0.002485,7,84
ensemble_risk_gate,heldout_workspace,cable_tip_alignment,occlusion_shift,0.552721,0.047180,0.545703,0.001229,0.145908,0.000941,0.153044,0.000659,0.057787,0.002905,0.240162,0.000827,0.074801,0.001919,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,camera_extrinsic_drift,0.625850,0.048534,0.552271,0.005198,0.144220,0.003570,0.136746,0.000605,0.057628,0.001347,0.240082,0.001056,0.072737,0.000655,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,compound_visual_geometry_shift,0.593537,0.079279,0.538667,0.005117,0.161088,0.003520,0.146196,0.002638,0.059621,0.001917,0.244023,0.002337,0.081807,0.000707,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,depth_scale_error,0.617347,0.029439,0.554026,0.001306,0.140847,0.000999,0.139722,0.002379,0.056267,0.002530,0.240625,0.000788,0.077549,0.000675,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,jacobian_mismatch,0.624150,0.045216,0.546963,0.004821,0.149375,0.000999,0.141061,0.002379,0.055563,0.002558,0.243007,0.000936,0.078444,0.002395,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,lighting_shift,0.602041,0.033333,0.553227,0.001267,0.139627,0.000970,0.134924,0.000679,0.054726,0.001265,0.241076,0.000897,0.071876,0.000656,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,nominal_view,0.644558,0.036515,0.561630,0.001242,0.129389,0.000951,0.130056,0.000665,0.052208,0.000863,0.237031,0.000635,0.069169,0.000643,7,84
ensemble_risk_gate,heldout_workspace,drawer_handle_alignment,occlusion_shift,0.608844,0.034319,0.545165,0.004838,0.146564,0.000979,0.137666,0.000686,0.055656,0.002444,0.241842,0.000813,0.075861,0.002617,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,camera_extrinsic_drift,0.586735,0.040000,0.549161,0.001357,0.139095,0.001037,0.146315,0.000726,0.057216,0.002085,0.242313,0.000925,0.075374,0.000702,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.574830,0.042817,0.537792,0.005127,0.162785,0.001114,0.154869,0.001868,0.059217,0.001333,0.246024,0.000942,0.081098,0.000754,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,depth_scale_error,0.629252,0.041811,0.548375,0.001293,0.147538,0.000989,0.146207,0.000692,0.056555,0.000991,0.239932,0.002739,0.074531,0.000669,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,jacobian_mismatch,0.593537,0.039907,0.545885,0.001293,0.154351,0.002865,0.150908,0.000619,0.059002,0.001007,0.239309,0.000722,0.077685,0.000637,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,lighting_shift,0.624150,0.039063,0.550168,0.001255,0.136257,0.000960,0.140016,0.000672,0.055346,0.003039,0.238147,0.000720,0.072280,0.002413,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,nominal_view,0.624150,0.030490,0.560299,0.001229,0.127314,0.000941,0.136063,0.000659,0.054670,0.002585,0.235391,0.000790,0.068171,0.000636,7,84
ensemble_risk_gate,heldout_workspace,eye_in_hand_peg_insert,occlusion_shift,0.610544,0.023727,0.550389,0.003839,0.149406,0.003944,0.149435,0.001958,0.059241,0.000485,0.238685,0.000599,0.078219,0.000591,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,camera_extrinsic_drift,0.620748,0.033166,0.547290,0.001357,0.140830,0.003577,0.132199,0.000599,0.057368,0.001995,0.240882,0.000615,0.074289,0.000648,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,compound_visual_geometry_shift,0.639456,0.024267,0.542782,0.003769,0.161090,0.001114,0.141759,0.000781,0.056270,0.001038,0.244286,0.000819,0.079958,0.000754,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,depth_scale_error,0.636054,0.034102,0.546504,0.001293,0.145843,0.000989,0.131953,0.000692,0.054718,0.000791,0.241060,0.002636,0.073392,0.000669,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,jacobian_mismatch,0.639456,0.034427,0.544015,0.001293,0.154370,0.000989,0.136723,0.000692,0.056506,0.000822,0.241189,0.002709,0.076573,0.000669,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,lighting_shift,0.653061,0.037218,0.550584,0.003844,0.136276,0.002876,0.126973,0.002035,0.055522,0.001892,0.236766,0.000958,0.074599,0.002421,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,nominal_view,0.681973,0.030000,0.558428,0.001229,0.125618,0.000941,0.121809,0.000659,0.054099,0.002541,0.233721,0.000701,0.069319,0.002422,7,84
ensemble_risk_gate,heldout_workspace,mobile_pick_reapproach,occlusion_shift,0.612245,0.022111,0.550805,0.001267,0.151140,0.002872,0.136462,0.000606,0.057797,0.000841,0.239863,0.002352,0.077135,0.000624,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,camera_extrinsic_drift,0.651361,0.050332,0.546936,0.001357,0.140836,0.003577,0.113978,0.000599,0.056135,0.002322,0.240790,0.000496,0.074134,0.000648,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,compound_visual_geometry_shift,0.619048,0.021602,0.538384,0.005127,0.163208,0.001114,0.122744,0.002326,0.057581,0.000776,0.244970,0.002045,0.081245,0.000754,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,depth_scale_error,0.675170,0.025313,0.546677,0.003829,0.144529,0.000989,0.112800,0.000692,0.052306,0.000839,0.241147,0.001877,0.073478,0.001906,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,jacobian_mismatch,0.654762,0.045542,0.541901,0.001293,0.153057,0.000989,0.117570,0.000692,0.054570,0.001235,0.241514,0.002424,0.075517,0.000669,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,lighting_shift,0.636054,0.039394,0.556561,0.004856,0.139316,0.003952,0.112040,0.002523,0.056465,0.000730,0.235743,0.000616,0.075370,0.000584,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,nominal_view,0.673469,0.058689,0.556841,0.003854,0.129845,0.003967,0.106572,0.002809,0.054591,0.001246,0.235691,0.002452,0.073188,0.000571,7,84
ensemble_risk_gate,heldout_workspace,visual_grasp_centering,occlusion_shift,0.632653,0.024646,0.547987,0.001267,0.151014,0.000970,0.117004,0.000679,0.055478,0.000924,0.240929,0.002724,0.075745,0.000656,7,84
fixed_hybrid_switch,clean_deployment,cable_tip_alignment,camera_extrinsic_drift,0.598639,0.022027,0.507190,0.001319,0.179913,0.001008,0.150276,0.002582,0.071483,0.002176,0.186790,0.000810,0.091361,0.000682,7,84
