method,split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error
foundation_policy_only,combined_stress,depth_scale_error,cable_tip_alignment,1,84,0.464286,0.201586,0.399329,0.267488,0.130711,0.141188,0.148129
foundation_policy_only,combined_stress,depth_scale_error,cable_tip_alignment,2,84,0.392857,0.202386,0.399941,0.267917,0.132607,0.142314,0.148542
foundation_policy_only,combined_stress,depth_scale_error,cable_tip_alignment,3,84,0.357143,0.203186,0.400553,0.268345,0.133790,0.135079,0.148956
foundation_policy_only,combined_stress,depth_scale_error,cable_tip_alignment,4,84,0.380952,0.203986,0.401165,0.268774,0.133781,0.135253,0.149370
foundation_policy_only,combined_stress,depth_scale_error,cable_tip_alignment,5,84,0.404762,0.204786,0.401777,0.269202,0.133773,0.135427,0.149784
foundation_policy_only,combined_stress,depth_scale_error,cable_tip_alignment,6,84,0.488095,0.205586,0.402389,0.269631,0.132575,0.135006,0.150198
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,0,84,0.452381,0.200259,0.399836,0.247206,0.131789,0.135909,0.148105
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,1,84,0.476190,0.201083,0.400466,0.247647,0.131795,0.136094,0.148531
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,2,84,0.428571,0.201907,0.401096,0.248088,0.133229,0.136995,0.148957
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,3,84,0.535714,0.202731,0.389720,0.248049,0.130708,0.136347,0.149191
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,4,84,0.523810,0.203555,0.390350,0.248490,0.131428,0.136890,0.149617
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,5,84,0.500000,0.204379,0.390980,0.248931,0.132386,0.137552,0.150043
foundation_policy_only,combined_stress,depth_scale_error,mobile_pick_reapproach,6,84,0.476190,0.205203,0.391610,0.249372,0.133344,0.138214,0.150469
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,0,84,0.357143,0.203448,0.397923,0.264237,0.135849,0.138529,0.151436
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,1,84,0.333333,0.204256,0.398541,0.264670,0.136798,0.139183,0.151854
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,2,84,0.369048,0.205064,0.399159,0.265103,0.136556,0.139242,0.152272
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,3,84,0.440476,0.205872,0.399777,0.265536,0.135600,0.138944,0.152689
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,4,84,0.428571,0.206680,0.400395,0.257964,0.127987,0.139479,0.153107
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,5,84,0.440476,0.207488,0.401013,0.258397,0.128221,0.139776,0.153525
foundation_policy_only,combined_stress,occlusion_shift,eye_in_hand_peg_insert,6,84,0.440476,0.208296,0.401631,0.258830,0.128694,0.140192,0.153943
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,0,84,0.535714,0.199597,0.405816,0.231114,0.129721,0.134918,0.149326
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,1,84,0.464286,0.200405,0.406434,0.231547,0.131623,0.136048,0.149744
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,2,84,0.476190,0.201213,0.407052,0.231979,0.131857,0.136345,0.150162
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,3,84,0.416667,0.202021,0.407670,0.232412,0.133520,0.137356,0.150580
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,4,84,0.404762,0.202829,0.396282,0.232365,0.133371,0.137891,0.150806
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,5,84,0.428571,0.203637,0.396900,0.232797,0.133367,0.138069,0.151223
foundation_policy_only,combined_stress,occlusion_shift,visual_grasp_centering,6,84,0.571429,0.204445,0.397518,0.233230,0.130983,0.137056,0.151641
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,0,84,0.369048,0.193120,0.402778,0.252424,0.131094,0.142375,0.146587
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,1,84,0.476190,0.193936,0.403402,0.252861,0.129429,0.141724,0.147009
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,2,84,0.416667,0.194752,0.404026,0.253298,0.131096,0.134735,0.147431
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,3,84,0.476190,0.195568,0.404650,0.253735,0.130383,0.134560,0.147853
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,4,84,0.511905,0.196384,0.405274,0.254172,0.130146,0.134622,0.148275
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,5,84,0.392857,0.197200,0.405898,0.254609,0.133004,0.136233,0.148697
foundation_policy_only,combined_stress,occlusion_shift,drawer_handle_alignment,6,84,0.476190,0.198016,0.406522,0.255046,0.131815,0.135820,0.149119
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,0,84,0.488095,0.207311,0.398371,0.272455,0.133122,0.135642,0.152480
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,1,84,0.428571,0.208095,0.398971,0.272875,0.134772,0.136641,0.152885
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,2,84,0.392857,0.192871,0.399571,0.265291,0.135624,0.137402,0.153291
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,3,84,0.488095,0.193655,0.400171,0.265711,0.134179,0.136854,0.153696
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,4,84,0.452381,0.194439,0.400771,0.266131,0.135352,0.137615,0.154102
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,5,84,0.404762,0.195223,0.401371,0.266551,0.128759,0.138495,0.146504
foundation_policy_only,combined_stress,occlusion_shift,cable_tip_alignment,6,84,0.369048,0.196007,0.401971,0.266971,0.129932,0.139256,0.146909
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,0,84,0.416667,0.201649,0.407645,0.250359,0.133772,0.136806,0.150432
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,1,84,0.452381,0.202457,0.408263,0.250791,0.133530,0.136865,0.150850
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,2,84,0.535714,0.203265,0.396875,0.250744,0.131477,0.136447,0.151076
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,3,84,0.440476,0.204073,0.397493,0.251177,0.133854,0.137816,0.151494
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,4,84,0.523810,0.204881,0.398111,0.251609,0.132660,0.137398,0.151912
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,5,84,0.452381,0.205689,0.398729,0.252042,0.134561,0.138529,0.152329
foundation_policy_only,combined_stress,occlusion_shift,mobile_pick_reapproach,6,84,0.404762,0.206497,0.399347,0.244471,0.127662,0.139421,0.152747
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,0,84,0.369048,0.199169,0.404798,0.265900,0.136431,0.140120,0.152189
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,1,84,0.345238,0.199993,0.405428,0.266341,0.137389,0.140782,0.152615
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,2,84,0.500000,0.200817,0.406058,0.266782,0.134775,0.139659,0.153041
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,3,84,0.345238,0.201641,0.406688,0.267224,0.130348,0.141630,0.153467
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,4,84,0.440476,0.202465,0.407318,0.267665,0.128925,0.141102,0.153893
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,5,84,0.380952,0.203289,0.407948,0.260102,0.130277,0.142121,0.154319
foundation_policy_only,combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,6,84,0.392857,0.204113,0.408578,0.260543,0.130521,0.142426,0.154745
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,0,84,0.452381,0.196022,0.413219,0.233150,0.132612,0.137813,0.150439
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,1,84,0.464286,0.196846,0.413849,0.233591,0.132855,0.138118,0.150865
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,2,84,0.559524,0.197670,0.402473,0.233552,0.130573,0.137590,0.151099
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,3,84,0.523810,0.198494,0.403103,0.233993,0.131769,0.138371,0.151526
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,4,84,0.488095,0.199318,0.403733,0.234434,0.132965,0.139152,0.151952
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,5,84,0.452381,0.200142,0.404363,0.234875,0.134161,0.139933,0.152378
foundation_policy_only,combined_stress,jacobian_mismatch,visual_grasp_centering,6,84,0.523810,0.200966,0.404993,0.235317,0.133214,0.139643,0.152804
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,0,84,0.404762,0.206578,0.410949,0.255002,0.132191,0.136588,0.148225
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,1,84,0.321429,0.191402,0.411585,0.255448,0.134344,0.137849,0.148655
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,2,84,0.380952,0.192234,0.412221,0.255893,0.133640,0.137682,0.149085
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,3,84,0.476190,0.193066,0.412857,0.256339,0.132222,0.137158,0.149515
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,4,84,0.345238,0.193898,0.413493,0.256784,0.135327,0.138895,0.149945
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,5,84,0.404762,0.194730,0.414129,0.257230,0.134623,0.138728,0.150375
foundation_policy_only,combined_stress,jacobian_mismatch,drawer_handle_alignment,6,84,0.488095,0.195562,0.414765,0.257675,0.133443,0.138322,0.150806
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,0,84,0.392857,0.197896,0.413400,0.271875,0.133760,0.143740,0.150795
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,1,84,0.357143,0.198696,0.414012,0.272304,0.134942,0.136505,0.151209
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,2,84,0.404762,0.199496,0.414624,0.272732,0.134458,0.136441,0.151622
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,3,84,0.428571,0.200296,0.415236,0.273161,0.134450,0.136615,0.152036
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,4,84,0.369048,0.201096,0.415848,0.273589,0.136108,0.137622,0.152450
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,5,84,0.345238,0.201896,0.416460,0.274018,0.137052,0.138272,0.152864
foundation_policy_only,combined_stress,jacobian_mismatch,cable_tip_alignment,6,84,0.380952,0.202696,0.405066,0.273966,0.135946,0.138327,0.153086
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,0,84,0.380952,0.197370,0.414519,0.252021,0.135306,0.138873,0.151185
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,1,84,0.500000,0.198194,0.403143,0.251982,0.132547,0.138106,0.151419
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,2,84,0.511905,0.199018,0.403773,0.252423,0.132791,0.138411,0.151845
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,3,84,0.500000,0.199842,0.404403,0.252865,0.133511,0.138954,0.152271
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,4,84,0.535714,0.200666,0.405033,0.253306,0.133278,0.139021,0.152697
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,5,84,0.488095,0.201490,0.405663,0.253747,0.134712,0.139921,0.153123
foundation_policy_only,combined_stress,jacobian_mismatch,mobile_pick_reapproach,6,84,0.511905,0.202314,0.406293,0.254188,0.126714,0.140107,0.153549
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,0,84,0.452381,0.191256,0.423750,0.266941,0.130741,0.141331,0.151285
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,1,84,0.345238,0.192184,0.424458,0.267438,0.133425,0.142878,0.151765
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,2,84,0.357143,0.193112,0.425166,0.267934,0.133728,0.143235,0.152244
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,3,84,0.202381,0.194040,0.425874,0.268430,0.137365,0.145259,0.152723
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,4,84,0.369048,0.194968,0.426582,0.268926,0.134573,0.144068,0.153203
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,5,84,0.321429,0.195896,0.427290,0.269423,0.136067,0.145020,0.153682
foundation_policy_only,combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,6,84,0.380952,0.196824,0.427998,0.269919,0.135418,0.144901,0.154161
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,0,84,0.452381,0.192685,0.423596,0.236136,0.130354,0.142145,0.151687
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,1,84,0.416667,0.193613,0.424304,0.236632,0.131609,0.142978,0.152166
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,2,84,0.440476,0.194541,0.425012,0.237129,0.131674,0.143216,0.152646
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,3,84,0.464286,0.195469,0.425720,0.237625,0.131740,0.143454,0.153125
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,4,84,0.452381,0.196397,0.426428,0.238121,0.132519,0.144049,0.153604
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,5,84,0.428571,0.197325,0.427136,0.238618,0.133537,0.136759,0.154084
foundation_policy_only,combined_stress,compound_visual_geometry_shift,visual_grasp_centering,6,84,0.416667,0.198253,0.427844,0.239114,0.134316,0.137354,0.154563
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,0,84,0.369048,0.193888,0.426319,0.261516,0.134466,0.144605,0.152880
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,1,84,0.380952,0.194824,0.427033,0.262017,0.134774,0.144966,0.153364
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,2,84,0.357143,0.195760,0.427747,0.262517,0.135796,0.137680,0.153847
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,3,84,0.333333,0.196696,0.428461,0.263018,0.136818,0.138398,0.154330
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,4,84,0.321429,0.197632,0.429175,0.263519,0.137602,0.138997,0.154814
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,5,84,0.357143,0.198568,0.429889,0.264019,0.137434,0.139120,0.155297
foundation_policy_only,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,6,84,0.464286,0.199504,0.418597,0.264039,0.134978,0.138529,0.155589
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,0,84,0.321429,0.188615,0.431326,0.272192,0.138384,0.145815,0.157195
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,1,84,0.285714,0.189519,0.420010,0.272195,0.138766,0.138632,0.157470
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,2,84,0.321429,0.190423,0.420700,0.272679,0.138580,0.138739,0.149933
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,3,84,0.380952,0.191327,0.421390,0.273162,0.137917,0.138607,0.150400
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,4,84,0.345238,0.192231,0.422080,0.273646,0.139159,0.139428,0.150867
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,5,84,0.333333,0.193135,0.422770,0.274129,0.131920,0.140011,0.151334
foundation_policy_only,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,6,84,0.392857,0.194039,0.423460,0.274613,0.131258,0.139880,0.151801
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,0,84,0.345238,0.189456,0.421465,0.252582,0.131137,0.141274,0.150090
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,1,84,0.345238,0.190384,0.422173,0.253079,0.131678,0.141750,0.150569
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,2,84,0.452381,0.191312,0.422881,0.253575,0.130077,0.141155,0.151048
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,3,84,0.404762,0.192240,0.423589,0.254071,0.131571,0.142107,0.151528
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,4,84,0.380952,0.193168,0.424297,0.254568,0.132588,0.142821,0.152007
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,5,84,0.297619,0.194096,0.425005,0.255064,0.134797,0.144130,0.152486
foundation_policy_only,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,6,84,0.380952,0.195024,0.425713,0.255560,0.133671,0.143773,0.152966
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,0,84,0.607143,0.473408,0.116900,0.139864,0.075375,0.152025,0.083654
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,1,84,0.666667,0.474176,0.117488,0.140276,0.066630,0.151825,0.084052
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,2,84,0.619048,0.474944,0.118076,0.140687,0.068032,0.152698,0.084449
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,3,84,0.511905,0.475712,0.118664,0.141099,0.070624,0.154165,0.084847
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,4,84,0.571429,0.476480,0.119252,0.141510,0.069883,0.153966,0.085244
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,5,84,0.488095,0.477248,0.119840,0.141922,0.072000,0.155195,0.085641
classical_ibvs_only,clean_deployment,nominal_view,eye_in_hand_peg_insert,6,84,0.690476,0.478016,0.120428,0.142333,0.068402,0.153567,0.086039
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,0,84,0.595238,0.467376,0.124910,0.114348,0.072489,0.157660,0.088947
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,1,84,0.488095,0.468144,0.125498,0.114760,0.075081,0.151123,0.089344
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,2,84,0.619048,0.468912,0.126086,0.107167,0.072592,0.150210,0.089741
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,3,84,0.523810,0.469680,0.114668,0.107099,0.074087,0.151558,0.089947
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,4,84,0.619048,0.470448,0.115256,0.107510,0.072631,0.151002,0.090344
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,5,84,0.619048,0.471216,0.115844,0.107922,0.073081,0.151398,0.090742
classical_ibvs_only,clean_deployment,nominal_view,visual_grasp_centering,6,84,0.619048,0.471984,0.116432,0.108333,0.073531,0.151794,0.083135
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,0,84,0.500000,0.474600,0.119090,0.133980,0.070891,0.154988,0.084717
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,1,84,0.500000,0.475376,0.119684,0.134395,0.071346,0.155388,0.085119
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,2,84,0.547619,0.476152,0.120278,0.134811,0.070848,0.155312,0.085520
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,3,84,0.690476,0.476928,0.120872,0.135227,0.068445,0.154283,0.085922
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,4,84,0.690476,0.477704,0.121466,0.135643,0.068899,0.154683,0.086323
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,5,84,0.571429,0.478480,0.122060,0.136058,0.071734,0.156274,0.086725
classical_ibvs_only,clean_deployment,nominal_view,drawer_handle_alignment,6,84,0.583333,0.479256,0.122654,0.136474,0.071950,0.156555,0.087126
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,0,84,0.500000,0.474440,0.125828,0.146453,0.076354,0.157764,0.083029
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,1,84,0.619048,0.475184,0.126398,0.146852,0.074409,0.156958,0.083414
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,2,84,0.583333,0.475928,0.114962,0.146770,0.074699,0.157699,0.083607
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,3,84,0.523810,0.476672,0.115532,0.147169,0.076326,0.158678,0.083993
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,4,84,0.500000,0.477416,0.116102,0.147568,0.077238,0.151296,0.084378
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,5,84,0.535714,0.478160,0.116672,0.147967,0.076959,0.151323,0.084763
classical_ibvs_only,clean_deployment,nominal_view,cable_tip_alignment,6,84,0.523810,0.478904,0.117242,0.148366,0.077633,0.151826,0.085148
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,0,84,0.511905,0.471384,0.115382,0.125791,0.075598,0.151965,0.090622
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,1,84,0.511905,0.472152,0.115970,0.126203,0.076048,0.152361,0.083016
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,2,84,0.595238,0.472920,0.116558,0.126614,0.074831,0.151924,0.083413
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,3,84,0.547619,0.473688,0.117146,0.127026,0.076233,0.152796,0.083810
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,4,84,0.642857,0.474456,0.117734,0.127437,0.066774,0.152239,0.084208
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,5,84,0.595238,0.475224,0.118322,0.127849,0.068176,0.153112,0.084605
classical_ibvs_only,clean_deployment,nominal_view,mobile_pick_reapproach,6,84,0.678571,0.475992,0.118910,0.128260,0.066959,0.152674,0.085003
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,0,84,0.523810,0.463229,0.125807,0.143791,0.077690,0.155590,0.093456
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,1,84,0.559524,0.464013,0.126407,0.144211,0.069430,0.155637,0.085858
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,2,84,0.488095,0.464797,0.127007,0.144631,0.071318,0.156755,0.086263
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,3,84,0.547619,0.465581,0.127607,0.145051,0.070586,0.156564,0.086669
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,4,84,0.464286,0.466365,0.128207,0.145471,0.072712,0.157801,0.087075
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,5,84,0.559524,0.467149,0.128807,0.145891,0.071266,0.157253,0.087480
classical_ibvs_only,clean_deployment,lighting_shift,eye_in_hand_peg_insert,6,84,0.559524,0.467933,0.129407,0.146311,0.071724,0.157657,0.087886
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,0,84,0.464286,0.473909,0.134345,0.118648,0.076160,0.154049,0.091105
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,1,84,0.547619,0.474693,0.134945,0.119068,0.074952,0.153620,0.091510
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,2,84,0.523810,0.475477,0.135545,0.119488,0.075887,0.154262,0.091916
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,3,84,0.619048,0.476261,0.124139,0.119428,0.073582,0.153714,0.092129
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,4,84,0.595238,0.461037,0.124739,0.111844,0.074197,0.154356,0.092535
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,5,84,0.583333,0.461821,0.125339,0.112264,0.074894,0.154879,0.092941
classical_ibvs_only,clean_deployment,lighting_shift,visual_grasp_centering,6,84,0.559524,0.462605,0.125939,0.112684,0.075829,0.155521,0.093346
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,0,84,0.488095,0.466149,0.129293,0.138822,0.072769,0.158703,0.087400
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,1,84,0.702381,0.466941,0.129899,0.139246,0.068947,0.156968,0.087810
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,2,84,0.571429,0.467733,0.130505,0.139671,0.072030,0.158686,0.088219
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,3,84,0.702381,0.468525,0.131111,0.140095,0.069874,0.157784,0.088629
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,4,84,0.595238,0.469317,0.131717,0.140519,0.072480,0.159264,0.089039
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,5,84,0.500000,0.470109,0.132323,0.140943,0.074848,0.160624,0.089448
classical_ibvs_only,clean_deployment,lighting_shift,drawer_handle_alignment,6,84,0.559524,0.470901,0.132929,0.141368,0.074121,0.160437,0.089858
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,0,84,0.535714,0.475133,0.130883,0.155662,0.073662,0.157571,0.090201
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,1,84,0.476190,0.475893,0.131465,0.156069,0.075297,0.158558,0.090595
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,2,84,0.511905,0.460645,0.132047,0.156476,0.075028,0.158593,0.090988
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,3,84,0.476190,0.461405,0.132629,0.156884,0.076188,0.159342,0.091381
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,4,84,0.476190,0.462165,0.133211,0.157291,0.076633,0.159734,0.091775
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,5,84,0.547619,0.462925,0.133793,0.157698,0.075649,0.159412,0.092168
classical_ibvs_only,clean_deployment,lighting_shift,cable_tip_alignment,6,84,0.500000,0.463685,0.134375,0.150101,0.076726,0.160280,0.092561
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,0,84,0.559524,0.461205,0.124289,0.129718,0.075294,0.154221,0.092420
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,1,84,0.535714,0.461989,0.124889,0.130138,0.076229,0.154863,0.092825
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,2,84,0.607143,0.462773,0.125489,0.130558,0.075260,0.154553,0.093231
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,3,84,0.476190,0.463557,0.126089,0.130978,0.078338,0.156266,0.085633
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,4,84,0.488095,0.464341,0.126689,0.131398,0.070554,0.156551,0.086038
