split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error,ablation,interpretation
combined_stress,depth_scale_error,mobile_pick_reapproach,0,84,0.690476,0.552747,0.172802,0.141828,0.060584,0.211152,0.063176,minus_stability_margin,no servo stability margin
combined_stress,depth_scale_error,mobile_pick_reapproach,1,84,0.678571,0.553571,0.173432,0.142269,0.061304,0.211695,0.063602,minus_stability_margin,no servo stability margin
combined_stress,depth_scale_error,mobile_pick_reapproach,2,84,0.595238,0.554395,0.174062,0.142711,0.063452,0.212952,0.064028,minus_stability_margin,no servo stability margin
combined_stress,depth_scale_error,mobile_pick_reapproach,3,84,0.595238,0.555219,0.174692,0.143152,0.063934,0.213376,0.064455,minus_stability_margin,no servo stability margin
combined_stress,depth_scale_error,mobile_pick_reapproach,4,84,0.702381,0.556043,0.175322,0.143593,0.062273,0.212729,0.064881,minus_stability_margin,no servo stability margin
combined_stress,depth_scale_error,mobile_pick_reapproach,5,84,0.595238,0.556867,0.175952,0.144034,0.064897,0.214224,0.065307,minus_stability_margin,no servo stability margin
combined_stress,depth_scale_error,mobile_pick_reapproach,6,84,0.738095,0.557691,0.176582,0.144475,0.062522,0.213219,0.065733,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,0,84,0.583333,0.555936,0.179516,0.159205,0.065500,0.213891,0.066645,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,1,84,0.630952,0.556744,0.180134,0.159638,0.065020,0.213831,0.067063,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,2,84,0.583333,0.557552,0.180752,0.160070,0.066445,0.214723,0.067481,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,3,84,0.666667,0.558360,0.181370,0.160503,0.065251,0.214306,0.067899,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,4,84,0.642857,0.559168,0.181988,0.160936,0.066199,0.214960,0.068317,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,5,84,0.607143,0.559976,0.170600,0.160888,0.066527,0.215733,0.068543,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,eye_in_hand_peg_insert,6,84,0.535714,0.560784,0.171218,0.161321,0.068428,0.216863,0.068960,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,0,84,0.726190,0.552085,0.176322,0.125638,0.059292,0.218641,0.064358,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,1,84,0.714286,0.552893,0.176940,0.126071,0.060003,0.219176,0.064776,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,2,84,0.761905,0.553701,0.177558,0.126504,0.059523,0.211112,0.065194,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,3,84,0.619048,0.554509,0.178176,0.126936,0.062853,0.212956,0.065612,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,4,84,0.690476,0.555317,0.178794,0.127369,0.061897,0.212658,0.066030,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,5,84,0.654762,0.556125,0.179412,0.127802,0.063084,0.213431,0.066448,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,visual_grasp_centering,6,84,0.678571,0.556933,0.180030,0.128234,0.063080,0.213609,0.066866,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,0,84,0.654762,0.561616,0.172733,0.154930,0.067045,0.217142,0.069614,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,1,84,0.607143,0.562432,0.173357,0.155367,0.060471,0.218038,0.070036,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,2,84,0.595238,0.563248,0.173981,0.147800,0.060866,0.218577,0.070458,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,3,84,0.523810,0.564064,0.174605,0.148237,0.062772,0.219711,0.070880,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,4,84,0.607143,0.564880,0.175229,0.148674,0.061582,0.219298,0.071302,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,5,84,0.607143,0.565696,0.175853,0.149111,0.062059,0.219718,0.063720,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,drawer_handle_alignment,6,84,0.654762,0.550504,0.176477,0.149548,0.061584,0.219662,0.064142,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,0,84,0.559524,0.559799,0.179228,0.167393,0.065815,0.220556,0.067677,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,1,84,0.488095,0.560583,0.179828,0.167813,0.067703,0.221674,0.068083,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,2,84,0.535714,0.561367,0.180428,0.168233,0.067209,0.221602,0.068489,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,3,84,0.583333,0.562151,0.181028,0.168653,0.066715,0.213525,0.068894,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,4,84,0.523810,0.562935,0.181628,0.169073,0.068365,0.214525,0.069300,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,5,84,0.619048,0.563719,0.182228,0.169493,0.066919,0.213976,0.069705,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,cable_tip_alignment,6,84,0.630952,0.564503,0.170822,0.169433,0.066280,0.214261,0.069919,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,0,84,0.678571,0.554137,0.177722,0.144866,0.061884,0.219815,0.065457,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,1,84,0.642857,0.554945,0.178340,0.145298,0.063071,0.212584,0.065875,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,2,84,0.595238,0.555753,0.178958,0.145731,0.064496,0.213476,0.066293,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,3,84,0.571429,0.556561,0.179576,0.146164,0.065444,0.214130,0.066711,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,4,84,0.630952,0.557369,0.180194,0.146597,0.064726,0.213951,0.067129,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,5,84,0.750000,0.558177,0.180812,0.147029,0.062818,0.213176,0.067547,minus_stability_margin,no servo stability margin
combined_stress,occlusion_shift,mobile_pick_reapproach,6,84,0.666667,0.558985,0.181430,0.147462,0.064957,0.214426,0.067965,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,0,84,0.559524,0.551657,0.183020,0.160733,0.066554,0.215839,0.067344,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,1,84,0.630952,0.552481,0.183650,0.161174,0.065607,0.215549,0.067770,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,2,84,0.583333,0.553305,0.184280,0.161615,0.067042,0.216449,0.068196,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,3,84,0.666667,0.554129,0.184910,0.162056,0.065857,0.216040,0.068622,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,4,84,0.642857,0.554953,0.173534,0.162017,0.065955,0.216702,0.068856,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,5,84,0.666667,0.555777,0.174164,0.162459,0.065960,0.216888,0.069282,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,eye_in_hand_peg_insert,6,84,0.630952,0.556601,0.174794,0.162900,0.067157,0.217669,0.069708,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,0,84,0.678571,0.548510,0.180354,0.127539,0.061227,0.213175,0.065418,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,1,84,0.619048,0.549334,0.180984,0.127980,0.062899,0.214194,0.065844,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,2,84,0.642857,0.550158,0.181614,0.128421,0.062905,0.214380,0.066270,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,3,84,0.666667,0.550982,0.182244,0.128863,0.062910,0.214566,0.066696,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,4,84,0.726190,0.551806,0.182874,0.129304,0.062202,0.214395,0.067122,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,5,84,0.619048,0.552630,0.183504,0.129745,0.064826,0.215890,0.067548,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,visual_grasp_centering,6,84,0.630952,0.553454,0.184134,0.130186,0.065070,0.216195,0.067974,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,0,84,0.607143,0.559066,0.177533,0.149370,0.061243,0.220192,0.071198,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,1,84,0.559524,0.559898,0.178169,0.149815,0.062682,0.221096,0.071628,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,2,84,0.583333,0.560730,0.178805,0.150261,0.062692,0.221286,0.072058,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,3,84,0.642857,0.561562,0.179441,0.150706,0.061988,0.221119,0.072488,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,4,84,0.523810,0.562394,0.180077,0.151151,0.064855,0.214733,0.064915,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,5,84,0.666667,0.563226,0.180713,0.151597,0.062484,0.213733,0.065345,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,drawer_handle_alignment,6,84,0.535714,0.548050,0.181349,0.152042,0.065590,0.215470,0.065775,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,0,84,0.607143,0.550384,0.178880,0.166199,0.062495,0.219221,0.065747,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,1,84,0.642857,0.551184,0.179492,0.166627,0.062248,0.219276,0.066160,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,2,84,0.583333,0.551984,0.180104,0.167056,0.063907,0.220283,0.066574,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,3,84,0.619048,0.552784,0.180716,0.167484,0.063661,0.220338,0.066988,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,4,84,0.583333,0.553584,0.181328,0.167912,0.064843,0.221107,0.067402,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,5,84,0.607143,0.554384,0.181940,0.168341,0.064835,0.221281,0.067816,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,cable_tip_alignment,6,84,0.511905,0.555184,0.182552,0.168769,0.067207,0.222646,0.068229,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,0,84,0.619048,0.549858,0.181226,0.146394,0.063653,0.214116,0.066156,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,1,84,0.642857,0.550682,0.181856,0.146835,0.063658,0.214302,0.066582,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,2,84,0.690476,0.551506,0.182486,0.147276,0.063188,0.214250,0.067008,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,3,84,0.678571,0.552330,0.183116,0.147717,0.063907,0.214793,0.067434,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,4,84,0.595238,0.553154,0.183746,0.148158,0.066056,0.216050,0.067861,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,5,84,0.630952,0.553978,0.184376,0.148600,0.065823,0.216117,0.068287,minus_stability_margin,no servo stability margin
combined_stress,jacobian_mismatch,mobile_pick_reapproach,6,84,0.559524,0.554802,0.185006,0.149041,0.067734,0.217255,0.068713,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,0,84,0.619048,0.543744,0.183224,0.161024,0.068002,0.217288,0.074145,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,1,84,0.547619,0.544672,0.183932,0.161521,0.069972,0.218478,0.074624,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,2,84,0.511905,0.545600,0.184640,0.162017,0.063223,0.219312,0.067100,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,3,84,0.583333,0.546528,0.185348,0.162513,0.062336,0.219073,0.067579,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,4,84,0.523810,0.547456,0.186056,0.163009,0.064068,0.220144,0.068058,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,5,84,0.690476,0.548384,0.186764,0.163506,0.061276,0.218954,0.068538,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,eye_in_hand_peg_insert,6,84,0.630952,0.549312,0.187472,0.164002,0.063008,0.220025,0.069017,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,0,84,0.607143,0.545173,0.183990,0.130256,0.067919,0.218221,0.066557,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,1,84,0.678571,0.546101,0.184698,0.130752,0.059028,0.217983,0.067037,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,2,84,0.559524,0.547029,0.185406,0.131248,0.061950,0.219650,0.067516,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,3,84,0.654762,0.547957,0.186114,0.131745,0.060587,0.219173,0.067995,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,4,84,0.642857,0.548885,0.186822,0.132241,0.061366,0.219768,0.068475,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,5,84,0.619048,0.549813,0.187530,0.132737,0.062384,0.220482,0.068954,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,visual_grasp_centering,6,84,0.666667,0.550741,0.188238,0.133234,0.061973,0.220482,0.069433,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,0,84,0.500000,0.546376,0.186161,0.155614,0.064464,0.220919,0.067742,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,1,84,0.476190,0.547312,0.186875,0.156115,0.065486,0.221638,0.068225,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,2,84,0.583333,0.548248,0.187589,0.156615,0.063889,0.221046,0.068708,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,3,84,0.559524,0.549184,0.188303,0.157116,0.064911,0.221764,0.069192,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,4,84,0.619048,0.550120,0.189017,0.157616,0.064267,0.221649,0.069675,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,5,84,0.619048,0.551056,0.189731,0.158117,0.064813,0.222129,0.070159,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,6,84,0.464286,0.551992,0.190445,0.158617,0.068454,0.224157,0.070642,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,0,84,0.547619,0.557111,0.190064,0.174249,0.066718,0.221177,0.072039,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,1,84,0.559524,0.542007,0.190754,0.174733,0.067008,0.221522,0.072506,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,2,84,0.559524,0.542911,0.191444,0.175216,0.067535,0.221986,0.072973,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,3,84,0.523810,0.543815,0.192134,0.175700,0.068777,0.222807,0.073440,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,4,84,0.452381,0.544719,0.192824,0.168180,0.070413,0.223985,0.073907,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,5,84,0.690476,0.545623,0.193514,0.168663,0.066179,0.222068,0.074374,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,cable_tip_alignment,6,84,0.571429,0.546527,0.182198,0.168666,0.068228,0.215719,0.074649,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,0,84,0.559524,0.541944,0.181430,0.154689,0.067801,0.216755,0.072957,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,1,84,0.595238,0.542872,0.182138,0.147181,0.067308,0.216874,0.073436,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,2,84,0.595238,0.543800,0.182846,0.147678,0.067850,0.217350,0.073916,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,3,84,0.642857,0.544728,0.183554,0.148174,0.067439,0.217350,0.074395,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,4,84,0.654762,0.545656,0.184262,0.148670,0.067742,0.217707,0.066870,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,5,84,0.571429,0.546584,0.184970,0.149166,0.061946,0.219016,0.067350,minus_stability_margin,no servo stability margin
combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,6,84,0.523810,0.547512,0.185678,0.149663,0.063440,0.219968,0.067829,minus_stability_margin,no servo stability margin
combined_stress,nominal_view,eye_in_hand_peg_insert,0,84,0.702381,0.577991,0.140234,0.142262,0.055347,0.212887,0.059582,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,eye_in_hand_peg_insert,1,84,0.607143,0.578815,0.140864,0.142703,0.057734,0.214263,0.060008,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,eye_in_hand_peg_insert,2,84,0.690476,0.579639,0.141494,0.143145,0.056549,0.213854,0.060434,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,eye_in_hand_peg_insert,3,84,0.607143,0.580463,0.142124,0.143586,0.058697,0.215111,0.060860,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,eye_in_hand_peg_insert,4,84,0.619048,0.581287,0.142754,0.144027,0.058941,0.215416,0.061286,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,eye_in_hand_peg_insert,5,84,0.642857,0.582111,0.143384,0.144468,0.058946,0.215602,0.061712,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,eye_in_hand_peg_insert,6,84,0.714286,0.582935,0.132008,0.144429,0.057140,0.215312,0.061946,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,0,84,0.761905,0.590852,0.137626,0.109071,0.051215,0.210818,0.057656,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,1,84,0.845238,0.591676,0.138256,0.109512,0.050030,0.210408,0.058082,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,2,84,0.773810,0.576492,0.138886,0.109953,0.051940,0.211547,0.058508,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,3,84,0.761905,0.577316,0.139516,0.110394,0.052660,0.212090,0.058935,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,4,84,0.678571,0.578140,0.140146,0.110836,0.054808,0.213347,0.059361,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,5,84,0.761905,0.578964,0.140776,0.111277,0.053623,0.212938,0.059787,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,visual_grasp_centering,6,84,0.714286,0.579788,0.141406,0.111718,0.055057,0.213838,0.060213,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,0,84,0.654762,0.585399,0.134770,0.138904,0.052263,0.218192,0.063436,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,1,84,0.678571,0.586231,0.135406,0.139349,0.052273,0.218382,0.063866,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,2,84,0.726190,0.587063,0.136042,0.131791,0.051487,0.218334,0.064297,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,3,84,0.690476,0.587895,0.136678,0.132236,0.052687,0.219119,0.064727,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,4,84,0.690476,0.588727,0.137314,0.132682,0.053174,0.219547,0.065157,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,5,84,0.738095,0.589559,0.137950,0.133127,0.052708,0.211494,0.057583,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,drawer_handle_alignment,6,84,0.690476,0.590391,0.138586,0.133573,0.054146,0.212399,0.058013,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,0,84,0.678571,0.576718,0.136048,0.147726,0.052713,0.216983,0.057984,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,1,84,0.642857,0.577518,0.136660,0.148155,0.053895,0.217752,0.058397,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,2,84,0.690476,0.578318,0.137272,0.148583,0.053411,0.217688,0.058811,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,3,84,0.547619,0.579118,0.137884,0.149012,0.056736,0.219529,0.059225,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,4,84,0.714286,0.579918,0.138496,0.149440,0.053871,0.218274,0.059639,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,5,84,0.702381,0.580718,0.139108,0.149868,0.054577,0.218805,0.060053,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,cable_tip_alignment,6,84,0.666667,0.581518,0.139720,0.150297,0.055759,0.219574,0.060466,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,0,84,0.738095,0.576191,0.138471,0.127924,0.052924,0.211401,0.058395,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,1,84,0.678571,0.577015,0.139101,0.128365,0.054596,0.212421,0.058821,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,2,84,0.666667,0.577839,0.139731,0.128807,0.055316,0.212964,0.059247,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,3,84,0.738095,0.578663,0.140361,0.129248,0.054369,0.212673,0.059673,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,4,84,0.654762,0.579487,0.140991,0.129689,0.056518,0.213931,0.060099,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,5,84,0.702381,0.580311,0.141621,0.130130,0.056047,0.213879,0.060525,minus_action_critical_error,uses generic image error only
combined_stress,nominal_view,mobile_pick_reapproach,6,84,0.702381,0.581135,0.142251,0.130571,0.056529,0.214303,0.060951,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,0,84,0.690476,0.579180,0.145390,0.143719,0.053553,0.221422,0.067004,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,1,84,0.630952,0.580020,0.146032,0.144169,0.055234,0.214445,0.067438,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,2,84,0.726190,0.580860,0.146674,0.144618,0.053820,0.213925,0.067872,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,3,84,0.738095,0.581700,0.147316,0.145068,0.054073,0.214238,0.068306,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,4,84,0.619048,0.582540,0.147958,0.145518,0.056945,0.215860,0.060737,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,5,84,0.678571,0.583380,0.148600,0.145967,0.056245,0.215697,0.061171,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,eye_in_hand_peg_insert,6,84,0.702381,0.584220,0.149242,0.146417,0.056260,0.215891,0.061605,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,0,84,0.750000,0.576737,0.143310,0.118904,0.050144,0.219705,0.065438,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,1,84,0.738095,0.577577,0.143952,0.119354,0.050873,0.220256,0.065873,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,2,84,0.785714,0.578417,0.144594,0.119804,0.050411,0.220212,0.066307,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,3,84,0.630952,0.579257,0.145236,0.112250,0.053677,0.214187,0.066741,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,4,84,0.690476,0.580097,0.145878,0.112699,0.052978,0.214024,0.067176,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,5,84,0.690476,0.580937,0.146520,0.113149,0.053469,0.214456,0.067610,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,visual_grasp_centering,6,84,0.666667,0.581777,0.147162,0.113599,0.054436,0.215126,0.068044,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,0,84,0.630952,0.572308,0.141222,0.141276,0.059702,0.219706,0.063739,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,1,84,0.726190,0.573156,0.141870,0.141730,0.058292,0.219190,0.064177,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,2,84,0.630952,0.574004,0.142518,0.142184,0.060693,0.220578,0.064615,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,3,84,0.726190,0.574852,0.143166,0.142638,0.051279,0.220062,0.065054,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,4,84,0.654762,0.575700,0.143814,0.143092,0.053203,0.221212,0.065492,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,5,84,0.678571,0.576548,0.144462,0.143546,0.053223,0.221410,0.065930,minus_action_critical_error,uses generic image error only
combined_stress,lighting_shift,drawer_handle_alignment,6,84,0.678571,0.577396,0.145110,0.144000,0.053718,0.213842,0.066369,minus_action_critical_error,uses generic image error only
