method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
fixed_hybrid_switch,0.000000,9,0.638066,0.007254,0.564346,0.009441,0.522939,0.001704,0.171119,0.001845,0.124240,0.003780,0.061634,0.000675,0.179726,0.000743,0.084565,0.000684,0.030225,0.000568,0.141667,0.001721,0.160439,0.001624,50
fixed_hybrid_switch,0.180000,0,0.600578,0.008437,0.503671,0.010653,0.511030,0.001770,0.188851,0.001866,0.133902,0.003701,0.063930,0.000694,0.184633,0.000732,0.088670,0.000631,0.032728,0.000533,0.154961,0.001604,0.173147,0.001596,50
fixed_hybrid_switch,0.180000,1,0.600199,0.007680,0.503390,0.010239,0.511897,0.001898,0.189108,0.001968,0.133609,0.003897,0.064000,0.000766,0.184550,0.000809,0.088838,0.000684,0.033205,0.000563,0.154985,0.001778,0.173277,0.001729,50
fixed_hybrid_switch,0.180000,2,0.600584,0.008363,0.504230,0.010702,0.512201,0.001636,0.188240,0.002085,0.133847,0.003754,0.064343,0.000843,0.184889,0.000790,0.088953,0.000745,0.032388,0.000516,0.154969,0.001949,0.173132,0.001827,50
fixed_hybrid_switch,0.180000,3,0.600326,0.008350,0.503803,0.010557,0.510209,0.001793,0.188619,0.001876,0.133360,0.003817,0.063345,0.000745,0.184542,0.000591,0.088554,0.000759,0.032909,0.000533,0.154338,0.001788,0.172556,0.001707,50
fixed_hybrid_switch,0.180000,4,0.598850,0.008094,0.502401,0.010509,0.511541,0.001659,0.188491,0.002126,0.133369,0.003684,0.063784,0.000791,0.184633,0.000729,0.089494,0.000811,0.032876,0.000612,0.154515,0.001982,0.172921,0.001875,50
fixed_hybrid_switch,0.180000,5,0.600330,0.007843,0.502871,0.010593,0.510076,0.001909,0.189490,0.002099,0.133129,0.003735,0.063655,0.000883,0.184808,0.000749,0.089015,0.000855,0.032689,0.000682,0.154907,0.002056,0.173186,0.001972,50
fixed_hybrid_switch,0.180000,6,0.600157,0.008059,0.503437,0.010535,0.512216,0.001949,0.189163,0.002006,0.133794,0.003809,0.063934,0.000833,0.184675,0.000711,0.088674,0.000905,0.032797,0.000579,0.154794,0.001912,0.173276,0.001823,50
fixed_hybrid_switch,0.180000,7,0.598576,0.008230,0.501670,0.010681,0.511151,0.001738,0.188811,0.002063,0.133804,0.003832,0.063943,0.000835,0.184882,0.000737,0.088792,0.000715,0.032923,0.000577,0.155083,0.001943,0.173136,0.001833,50
fixed_hybrid_switch,0.180000,8,0.600352,0.008499,0.503575,0.011007,0.510921,0.001946,0.188717,0.002052,0.133387,0.003892,0.063908,0.000812,0.184732,0.000778,0.088936,0.000864,0.032784,0.000653,0.154752,0.001963,0.173005,0.001885,50
fixed_hybrid_switch,0.180000,9,0.601735,0.007697,0.504576,0.010223,0.510590,0.001876,0.188901,0.002066,0.133317,0.003802,0.064216,0.000780,0.184173,0.000757,0.089349,0.000695,0.032901,0.000615,0.155287,0.001890,0.173330,0.001790,50
fixed_hybrid_switch,0.320000,0,0.571056,0.008975,0.455904,0.011469,0.501425,0.001912,0.202681,0.002035,0.140962,0.003718,0.065961,0.000773,0.188109,0.000749,0.092390,0.000644,0.034809,0.000578,0.165568,0.001744,0.183186,0.001727,50
fixed_hybrid_switch,0.320000,1,0.570677,0.008288,0.455623,0.011140,0.502292,0.002042,0.202938,0.002151,0.140669,0.003917,0.066031,0.000845,0.188026,0.000825,0.092559,0.000704,0.035287,0.000604,0.165592,0.001931,0.183316,0.001872,50
fixed_hybrid_switch,0.320000,2,0.571063,0.008881,0.456462,0.011500,0.502596,0.001749,0.202070,0.002253,0.140907,0.003774,0.066373,0.000928,0.188366,0.000807,0.092673,0.000754,0.034470,0.000562,0.165576,0.002086,0.183171,0.001962,50
fixed_hybrid_switch,0.320000,3,0.570805,0.008931,0.456036,0.011414,0.500604,0.001906,0.202449,0.002052,0.140420,0.003836,0.065375,0.000823,0.188018,0.000606,0.092274,0.000770,0.034991,0.000582,0.164945,0.001917,0.182595,0.001838,50
fixed_hybrid_switch,0.320000,4,0.569328,0.008612,0.454634,0.011305,0.501936,0.001791,0.202321,0.002286,0.140429,0.003705,0.065815,0.000872,0.188110,0.000748,0.093215,0.000821,0.034958,0.000662,0.165121,0.002103,0.182960,0.002002,50
fixed_hybrid_switch,0.320000,5,0.570809,0.008438,0.455103,0.011491,0.500472,0.002059,0.203320,0.002293,0.140189,0.003756,0.065685,0.000968,0.188284,0.000765,0.092735,0.000867,0.034771,0.000738,0.165514,0.002196,0.183225,0.002114,50
fixed_hybrid_switch,0.320000,6,0.570636,0.008596,0.455670,0.011385,0.502611,0.002101,0.202994,0.002202,0.140854,0.003828,0.065964,0.000919,0.188152,0.000723,0.092394,0.000917,0.034879,0.000630,0.165400,0.002061,0.183315,0.001969,50
fixed_hybrid_switch,0.320000,7,0.569055,0.008733,0.453903,0.011466,0.501547,0.001884,0.202642,0.002240,0.140864,0.003852,0.065974,0.000911,0.188359,0.000751,0.092512,0.000720,0.035005,0.000626,0.165690,0.002077,0.183175,0.001965,50
fixed_hybrid_switch,0.320000,8,0.570831,0.009031,0.455808,0.011842,0.501316,0.002086,0.202548,0.002243,0.140447,0.003913,0.065939,0.000898,0.188209,0.000789,0.092657,0.000875,0.034866,0.000712,0.165358,0.002104,0.183044,0.002026,50
fixed_hybrid_switch,0.320000,9,0.572214,0.008207,0.456809,0.011036,0.500986,0.002024,0.202731,0.002255,0.140377,0.003820,0.066246,0.000873,0.187649,0.000771,0.093069,0.000704,0.034983,0.000660,0.165894,0.002037,0.183369,0.001935,50
fixed_hybrid_switch,0.460000,0,0.540429,0.009665,0.407017,0.012463,0.491821,0.002065,0.216511,0.002220,0.148022,0.003737,0.068011,0.000865,0.191601,0.000769,0.096111,0.000659,0.036891,0.000630,0.176186,0.001898,0.193237,0.001873,50
fixed_hybrid_switch,0.460000,1,0.540050,0.009052,0.406736,0.012215,0.492688,0.002196,0.216768,0.002347,0.147729,0.003937,0.068081,0.000934,0.191518,0.000842,0.096279,0.000725,0.037369,0.000652,0.176210,0.002095,0.193367,0.002027,50
fixed_hybrid_switch,0.460000,2,0.540435,0.009552,0.407576,0.012477,0.492992,0.001878,0.215900,0.002435,0.147967,0.003795,0.068423,0.001022,0.191858,0.000827,0.096394,0.000765,0.036552,0.000614,0.176194,0.002235,0.193221,0.002111,50
fixed_hybrid_switch,0.460000,3,0.540177,0.009663,0.407149,0.012446,0.491000,0.002034,0.216280,0.002243,0.147480,0.003856,0.067426,0.000911,0.191510,0.000623,0.095995,0.000783,0.037073,0.000637,0.175563,0.002061,0.192646,0.001983,50
fixed_hybrid_switch,0.460000,4,0.538701,0.009287,0.405747,0.012282,0.492332,0.001935,0.216152,0.002463,0.147489,0.003726,0.067865,0.000962,0.191602,0.000769,0.096935,0.000832,0.037040,0.000716,0.175740,0.002239,0.193010,0.002142,50
fixed_hybrid_switch,0.460000,5,0.540181,0.009190,0.406217,0.012561,0.490867,0.002217,0.217150,0.002497,0.147249,0.003778,0.067736,0.001061,0.191776,0.000784,0.096455,0.000879,0.036853,0.000798,0.176132,0.002347,0.193276,0.002266,50
fixed_hybrid_switch,0.460000,6,0.540008,0.009290,0.406783,0.012412,0.493007,0.002261,0.216824,0.002409,0.147914,0.003848,0.068015,0.001013,0.191643,0.000737,0.096115,0.000929,0.036961,0.000686,0.176019,0.002222,0.193366,0.002127,50
fixed_hybrid_switch,0.460000,7,0.538427,0.009393,0.405016,0.012432,0.491942,0.002040,0.216472,0.002431,0.147924,0.003874,0.068024,0.000997,0.191850,0.000767,0.096233,0.000727,0.037087,0.000680,0.176308,0.002223,0.193226,0.002110,50
fixed_hybrid_switch,0.460000,8,0.540203,0.009713,0.406922,0.012851,0.491712,0.002237,0.216378,0.002446,0.147507,0.003936,0.067989,0.000992,0.191701,0.000802,0.096377,0.000888,0.036947,0.000774,0.175977,0.002258,0.193095,0.002178,50
fixed_hybrid_switch,0.460000,9,0.541586,0.008879,0.407922,0.012032,0.491381,0.002180,0.216561,0.002456,0.147437,0.003839,0.068297,0.000975,0.191141,0.000787,0.096789,0.000715,0.037065,0.000710,0.176512,0.002195,0.193420,0.002092,50
fixed_hybrid_switch,0.600000,0,0.508695,0.010513,0.357011,0.013634,0.482216,0.002227,0.230342,0.002417,0.155082,0.003756,0.070081,0.000964,0.195108,0.000790,0.099831,0.000675,0.038973,0.000685,0.186816,0.002063,0.203299,0.002031,50
fixed_hybrid_switch,0.600000,1,0.508316,0.009975,0.356730,0.013461,0.483083,0.002357,0.230599,0.002554,0.154789,0.003959,0.070152,0.001033,0.195025,0.000862,0.099999,0.000747,0.039451,0.000705,0.186840,0.002268,0.203429,0.002192,50
fixed_hybrid_switch,0.600000,2,0.508702,0.010384,0.357570,0.013633,0.483387,0.002020,0.229731,0.002629,0.155027,0.003817,0.070494,0.001123,0.195365,0.000849,0.100114,0.000777,0.038634,0.000670,0.186824,0.002395,0.203284,0.002269,50
fixed_hybrid_switch,0.600000,3,0.508444,0.010552,0.357143,0.013653,0.481395,0.002173,0.230110,0.002445,0.154540,0.003876,0.069496,0.001008,0.195017,0.000643,0.099715,0.000797,0.039155,0.000695,0.186193,0.002216,0.202708,0.002139,50
fixed_hybrid_switch,0.600000,4,0.506967,0.010127,0.355741,0.013441,0.482727,0.002090,0.229982,0.002651,0.154549,0.003749,0.069935,0.001061,0.195109,0.000793,0.100655,0.000844,0.039122,0.000773,0.186369,0.002386,0.203073,0.002293,50
fixed_hybrid_switch,0.600000,5,0.508448,0.010101,0.356211,0.013801,0.481263,0.002382,0.230980,0.002710,0.154309,0.003801,0.069806,0.001162,0.195283,0.000805,0.100176,0.000893,0.038935,0.000859,0.186762,0.002508,0.203338,0.002428,50
fixed_hybrid_switch,0.600000,6,0.508275,0.010146,0.356777,0.013614,0.483402,0.002428,0.230654,0.002623,0.154974,0.003869,0.070085,0.001114,0.195151,0.000753,0.099835,0.000942,0.039043,0.000745,0.186648,0.002391,0.203428,0.002294,50
fixed_hybrid_switch,0.600000,7,0.506694,0.010217,0.355010,0.013578,0.482338,0.002203,0.230302,0.002632,0.154984,0.003896,0.070094,0.001092,0.195358,0.000785,0.099953,0.000735,0.039169,0.000738,0.186938,0.002381,0.203288,0.002266,50
fixed_hybrid_switch,0.600000,8,0.508470,0.010555,0.356915,0.014032,0.482107,0.002395,0.230208,0.002657,0.154567,0.003959,0.070059,0.001094,0.195208,0.000817,0.100098,0.000901,0.039029,0.000839,0.186607,0.002421,0.203157,0.002340,50
fixed_hybrid_switch,0.600000,9,0.509853,0.009718,0.357916,0.013208,0.481777,0.002345,0.230391,0.002665,0.154497,0.003859,0.070367,0.001083,0.194648,0.000805,0.100510,0.000728,0.039147,0.000764,0.187142,0.002363,0.203482,0.002257,50
fixed_hybrid_switch,0.740000,0,0.475856,0.011522,0.305886,0.014976,0.472612,0.002395,0.244172,0.002624,0.162142,0.003777,0.072171,0.001071,0.198631,0.000814,0.103552,0.000691,0.041055,0.000744,0.197458,0.002237,0.213373,0.002198,50
fixed_hybrid_switch,0.740000,1,0.475477,0.011057,0.305604,0.014873,0.473479,0.002525,0.244429,0.002767,0.161849,0.003981,0.072242,0.001138,0.198548,0.000884,0.103720,0.000769,0.041532,0.000761,0.197481,0.002448,0.213502,0.002365,50
fixed_hybrid_switch,0.740000,2,0.475862,0.011380,0.306444,0.014963,0.473783,0.002172,0.243561,0.002832,0.162087,0.003839,0.072584,0.001230,0.198888,0.000873,0.103835,0.000790,0.040716,0.000730,0.197465,0.002563,0.213357,0.002437,50
fixed_hybrid_switch,0.740000,3,0.475604,0.011600,0.306018,0.015029,0.471791,0.002322,0.243940,0.002655,0.161600,0.003898,0.071586,0.001112,0.198540,0.000665,0.103435,0.000813,0.041237,0.000756,0.196834,0.002382,0.212782,0.002305,50
fixed_hybrid_switch,0.740000,4,0.474127,0.011133,0.304616,0.014775,0.473123,0.002253,0.243812,0.002850,0.161609,0.003772,0.072025,0.001167,0.198632,0.000818,0.104376,0.000857,0.041204,0.000834,0.197011,0.002544,0.213146,0.002454,50
fixed_hybrid_switch,0.740000,5,0.475608,0.011172,0.305085,0.015206,0.471658,0.002554,0.244811,0.002929,0.161369,0.003825,0.071896,0.001269,0.198806,0.000828,0.103896,0.000908,0.041017,0.000923,0.197403,0.002677,0.213411,0.002598,50
fixed_hybrid_switch,0.740000,6,0.475435,0.011166,0.305652,0.014986,0.473798,0.002600,0.244485,0.002844,0.162034,0.003890,0.072175,0.001222,0.198674,0.000772,0.103556,0.000956,0.041125,0.000807,0.197290,0.002568,0.213502,0.002468,50
fixed_hybrid_switch,0.740000,7,0.473854,0.011207,0.303884,0.014901,0.472733,0.002374,0.244132,0.002841,0.162044,0.003919,0.072184,0.001194,0.198881,0.000806,0.103673,0.000744,0.041251,0.000799,0.197580,0.002548,0.213361,0.002431,50
fixed_hybrid_switch,0.740000,8,0.475630,0.011557,0.305790,0.015383,0.472503,0.002561,0.244039,0.002874,0.161627,0.003983,0.072150,0.001202,0.198731,0.000835,0.103818,0.000915,0.041111,0.000905,0.197248,0.002592,0.213231,0.002510,50
fixed_hybrid_switch,0.740000,9,0.477013,0.010727,0.306791,0.014559,0.472172,0.002515,0.244222,0.002882,0.161557,0.003880,0.072457,0.001196,0.198171,0.000826,0.104230,0.000741,0.041229,0.000821,0.197783,0.002539,0.213555,0.002431,50
foundation_policy_only,0.000000,0,0.644194,0.009671,0.306844,0.012778,0.221054,0.001715,0.324617,0.003102,0.209655,0.003807,0.108667,0.000835,0.120137,0.000821,0.137283,0.000660,0.001775,0.000349,0.251101,0.002056,0.289678,0.002219,50
foundation_policy_only,0.000000,1,0.644466,0.008883,0.307888,0.011928,0.220912,0.001582,0.323574,0.003247,0.209620,0.003751,0.108961,0.000743,0.120104,0.000707,0.136555,0.000764,0.001605,0.000327,0.250615,0.002200,0.289209,0.002260,50
foundation_policy_only,0.000000,2,0.646414,0.009262,0.309175,0.012537,0.219894,0.001606,0.324039,0.003255,0.209269,0.003804,0.108677,0.000712,0.120246,0.000776,0.137334,0.000793,0.001626,0.000407,0.250800,0.002249,0.289331,0.002315,50
foundation_policy_only,0.000000,3,0.641960,0.008558,0.304924,0.011651,0.220335,0.001529,0.323880,0.003241,0.209808,0.003878,0.108814,0.000755,0.120605,0.000787,0.136351,0.000662,0.001726,0.000372,0.250837,0.002208,0.289276,0.002344,50
foundation_policy_only,0.000000,4,0.645932,0.009081,0.309140,0.012040,0.220395,0.001673,0.323742,0.003151,0.209803,0.003873,0.108631,0.000672,0.120359,0.000727,0.136441,0.000757,0.001787,0.000371,0.250520,0.002031,0.289118,0.002178,50
foundation_policy_only,0.000000,5,0.644803,0.009631,0.307804,0.012954,0.220527,0.001480,0.324128,0.003224,0.209867,0.003961,0.108434,0.000842,0.119899,0.000845,0.137018,0.000769,0.001844,0.000404,0.251035,0.002173,0.289307,0.002371,50
foundation_policy_only,0.000000,6,0.646380,0.009688,0.310232,0.012883,0.221115,0.001540,0.323535,0.003334,0.209237,0.003738,0.108330,0.000799,0.120346,0.000738,0.136726,0.000779,0.001842,0.000436,0.250348,0.002262,0.288771,0.002372,50
foundation_policy_only,0.000000,7,0.645437,0.010033,0.307803,0.013387,0.220914,0.001759,0.325082,0.003372,0.209563,0.003821,0.108720,0.000877,0.119777,0.000699,0.137116,0.000826,0.001824,0.000355,0.251624,0.002369,0.289882,0.002464,50
foundation_policy_only,0.000000,8,0.642351,0.009269,0.305794,0.012555,0.219972,0.001590,0.323565,0.003343,0.208976,0.003921,0.108496,0.000738,0.120157,0.000728,0.136866,0.000773,0.001649,0.000387,0.250310,0.002259,0.288849,0.002430,50
foundation_policy_only,0.000000,9,0.644001,0.009954,0.306689,0.012788,0.219903,0.001577,0.324532,0.003132,0.209800,0.003762,0.108107,0.000641,0.120108,0.000802,0.136865,0.000687,0.001612,0.000402,0.250799,0.001895,0.289269,0.002131,50
foundation_policy_only,0.180000,0,0.586361,0.011038,0.214604,0.014582,0.208706,0.001901,0.356182,0.003376,0.219256,0.003834,0.112426,0.000964,0.124885,0.000844,0.142314,0.000673,0.002606,0.000413,0.269738,0.002262,0.310027,0.002438,50
foundation_policy_only,0.180000,1,0.586633,0.010307,0.215648,0.013734,0.208563,0.001746,0.355140,0.003483,0.219221,0.003776,0.112720,0.000839,0.124852,0.000732,0.141587,0.000783,0.002427,0.000389,0.269252,0.002372,0.309559,0.002445,50
foundation_policy_only,0.180000,2,0.588581,0.010537,0.216938,0.014221,0.207546,0.001754,0.355605,0.003531,0.218870,0.003826,0.112436,0.000827,0.124994,0.000798,0.142366,0.000810,0.002406,0.000492,0.269438,0.002452,0.309680,0.002524,50
foundation_policy_only,0.180000,3,0.584126,0.009916,0.212684,0.013370,0.207986,0.001658,0.355445,0.003484,0.219409,0.003903,0.112573,0.000849,0.125353,0.000805,0.141383,0.000674,0.002553,0.000432,0.269475,0.002382,0.309625,0.002526,50
foundation_policy_only,0.180000,4,0.588099,0.010371,0.216898,0.013777,0.208047,0.001835,0.355308,0.003417,0.219404,0.003900,0.112390,0.000789,0.125107,0.000760,0.141472,0.000778,0.002647,0.000413,0.269158,0.002232,0.309468,0.002391,50
foundation_policy_only,0.180000,5,0.586970,0.010903,0.215563,0.014624,0.208179,0.001623,0.355693,0.003491,0.219468,0.003991,0.112193,0.000939,0.124646,0.000873,0.142050,0.000783,0.002695,0.000456,0.269673,0.002378,0.309657,0.002574,50
foundation_policy_only,0.180000,6,0.588547,0.010864,0.217993,0.014480,0.208766,0.001672,0.355100,0.003597,0.218838,0.003763,0.112089,0.000895,0.125093,0.000756,0.141758,0.000802,0.002646,0.000507,0.268986,0.002456,0.309121,0.002575,50
foundation_policy_only,0.180000,7,0.587604,0.011346,0.215563,0.015094,0.208566,0.001915,0.356647,0.003618,0.219164,0.003844,0.112479,0.000998,0.124525,0.000716,0.142148,0.000844,0.002643,0.000420,0.270262,0.002553,0.310231,0.002659,50
foundation_policy_only,0.180000,8,0.584517,0.010484,0.213554,0.014171,0.207624,0.001758,0.355130,0.003596,0.218577,0.003944,0.112255,0.000835,0.124905,0.000752,0.141897,0.000791,0.002473,0.000448,0.268948,0.002434,0.309199,0.002619,50
foundation_policy_only,0.180000,9,0.586168,0.011165,0.214450,0.014407,0.207554,0.001719,0.356097,0.003385,0.219401,0.003786,0.111866,0.000721,0.124856,0.000826,0.141897,0.000706,0.002428,0.000474,0.269437,0.002074,0.309619,0.002321,50
foundation_policy_only,0.320000,0,0.538851,0.012460,0.140301,0.016361,0.199101,0.002058,0.380733,0.003609,0.226723,0.003855,0.115396,0.001077,0.128613,0.000866,0.146227,0.000685,0.003273,0.000467,0.284261,0.002441,0.325881,0.002626,50
foundation_policy_only,0.320000,1,0.539123,0.011779,0.141344,0.015526,0.198959,0.001888,0.379690,0.003690,0.226688,0.003796,0.115689,0.000934,0.128580,0.000756,0.145500,0.000799,0.003121,0.000426,0.283775,0.002527,0.325413,0.002611,50
foundation_policy_only,0.320000,2,0.541071,0.011903,0.142638,0.015925,0.197941,0.001886,0.380156,0.003766,0.226337,0.003845,0.115405,0.000934,0.128722,0.000819,0.146279,0.000824,0.003027,0.000567,0.283960,0.002627,0.325534,0.002704,50
foundation_policy_only,0.320000,3,0.536617,0.011353,0.138381,0.015111,0.198382,0.001780,0.379996,0.003697,0.226876,0.003924,0.115543,0.000941,0.129081,0.000822,0.145296,0.000686,0.003223,0.000481,0.283997,0.002539,0.325479,0.002688,50
foundation_policy_only,0.320000,4,0.540589,0.011752,0.142593,0.015523,0.198442,0.001977,0.379859,0.003646,0.226871,0.003921,0.115359,0.000897,0.128835,0.000789,0.145386,0.000795,0.003342,0.000446,0.283680,0.002408,0.325321,0.002576,50
foundation_policy_only,0.320000,5,0.539460,0.012259,0.141260,0.016308,0.198574,0.001753,0.380244,0.003720,0.226936,0.004016,0.115162,0.001033,0.128375,0.000898,0.145963,0.000795,0.003376,0.000500,0.284196,0.002555,0.325511,0.002750,50
foundation_policy_only,0.320000,6,0.541037,0.012154,0.143691,0.016116,0.199162,0.001794,0.379651,0.003823,0.226305,0.003784,0.115058,0.000988,0.128822,0.000775,0.145671,0.000821,0.003307,0.000560,0.283508,0.002626,0.324974,0.002752,50
foundation_policy_only,0.320000,7,0.540094,0.012723,0.141259,0.016798,0.198961,0.002052,0.381198,0.003831,0.226632,0.003863,0.115448,0.001106,0.128253,0.000733,0.146061,0.000859,0.003338,0.000457,0.284784,0.002715,0.326085,0.002830,50
foundation_policy_only,0.320000,8,0.537008,0.011808,0.139250,0.015825,0.198019,0.001904,0.379681,0.003814,0.226044,0.003963,0.115225,0.000930,0.128633,0.000775,0.145811,0.000806,0.003162,0.000489,0.283471,0.002591,0.325053,0.002786,50
foundation_policy_only,0.320000,9,0.538658,0.012473,0.140147,0.016061,0.197950,0.001847,0.380648,0.003605,0.226868,0.003806,0.114835,0.000808,0.128584,0.000849,0.145810,0.000722,0.003094,0.000530,0.283959,0.002237,0.325472,0.002491,50
foundation_policy_only,0.460000,0,0.489130,0.014195,0.063758,0.018461,0.189497,0.002223,0.405284,0.003858,0.234191,0.003878,0.118405,0.001200,0.132372,0.000891,0.150141,0.000698,0.003970,0.000512,0.298806,0.002633,0.341758,0.002827,50
foundation_policy_only,0.460000,1,0.489402,0.013566,0.064801,0.017645,0.189354,0.002042,0.404241,0.003915,0.234155,0.003817,0.118698,0.001043,0.132339,0.000784,0.149413,0.000816,0.003822,0.000467,0.298320,0.002698,0.341289,0.002792,50
foundation_policy_only,0.460000,2,0.491349,0.013597,0.066096,0.017964,0.188337,0.002030,0.404707,0.004015,0.233805,0.003864,0.118414,0.001052,0.132481,0.000844,0.150192,0.000839,0.003694,0.000628,0.298506,0.002815,0.341411,0.002899,50
foundation_policy_only,0.460000,3,0.486895,0.013115,0.061839,0.017192,0.188777,0.001916,0.404547,0.003927,0.234343,0.003946,0.118552,0.001048,0.132840,0.000844,0.149209,0.000699,0.003908,0.000531,0.298543,0.002711,0.341356,0.002867,50
foundation_policy_only,0.460000,4,0.490867,0.013462,0.066050,0.017604,0.188838,0.002129,0.404410,0.003891,0.234338,0.003944,0.118368,0.001017,0.132595,0.000823,0.149299,0.000814,0.004043,0.000484,0.298226,0.002597,0.341198,0.002774,50
foundation_policy_only,0.460000,5,0.489738,0.013940,0.064717,0.018327,0.188970,0.001897,0.404795,0.003963,0.234403,0.004042,0.118172,0.001140,0.132134,0.000928,0.149876,0.000809,0.004066,0.000546,0.298741,0.002744,0.341388,0.002941,50
foundation_policy_only,0.460000,6,0.491316,0.013779,0.067148,0.018096,0.189557,0.001930,0.404202,0.004063,0.233773,0.003807,0.118068,0.001095,0.132581,0.000797,0.149584,0.000842,0.004000,0.000606,0.298054,0.002808,0.340851,0.002943,50
foundation_policy_only,0.460000,7,0.490373,0.014417,0.064716,0.018830,0.189357,0.002200,0.405749,0.004061,0.234099,0.003884,0.118458,0.001225,0.132012,0.000754,0.149974,0.000876,0.004033,0.000501,0.299330,0.002891,0.341962,0.003015,50
foundation_policy_only,0.460000,8,0.487286,0.013466,0.062707,0.017822,0.188415,0.002060,0.404232,0.004048,0.233512,0.003983,0.118234,0.001039,0.132393,0.000802,0.149724,0.000823,0.003857,0.000534,0.298016,0.002763,0.340930,0.002967,50
foundation_policy_only,0.460000,9,0.488937,0.014109,0.063604,0.018055,0.188345,0.001989,0.405199,0.003842,0.234335,0.003827,0.117844,0.000912,0.132343,0.000876,0.149723,0.000740,0.003788,0.000580,0.298505,0.002416,0.341349,0.002677,50
foundation_policy_only,0.600000,0,0.437196,0.016236,-0.015024,0.020873,0.179892,0.002394,0.429835,0.004119,0.241658,0.003902,0.121453,0.001330,0.136162,0.000921,0.154054,0.000713,0.004673,0.000559,0.313375,0.002836,0.357658,0.003039,50
foundation_policy_only,0.600000,1,0.437468,0.015655,-0.013982,0.020079,0.179750,0.002204,0.428792,0.004155,0.241623,0.003839,0.121747,0.001163,0.136129,0.000817,0.153327,0.000835,0.004526,0.000512,0.312889,0.002881,0.357189,0.002987,50
foundation_policy_only,0.600000,2,0.439416,0.015610,-0.012686,0.020328,0.178732,0.002184,0.429257,0.004275,0.241272,0.003885,0.121463,0.001180,0.136271,0.000872,0.154106,0.000856,0.004389,0.000682,0.313074,0.003014,0.357311,0.003105,50
foundation_policy_only,0.600000,3,0.434961,0.015189,-0.016944,0.019598,0.179173,0.002063,0.429098,0.004172,0.241811,0.003968,0.121601,0.001166,0.136630,0.000870,0.153123,0.000713,0.004605,0.000579,0.313112,0.002896,0.357256,0.003059,50
foundation_policy_only,0.600000,4,0.438934,0.015489,-0.012733,0.020006,0.179233,0.002289,0.428960,0.004148,0.241806,0.003967,0.121417,0.001147,0.136385,0.000860,0.153212,0.000833,0.004746,0.000526,0.312794,0.002798,0.357098,0.002984,50
foundation_policy_only,0.600000,5,0.437805,0.015936,-0.014066,0.020670,0.179365,0.002051,0.429346,0.004220,0.241871,0.004069,0.121220,0.001257,0.135924,0.000960,0.153790,0.000824,0.004769,0.000590,0.313310,0.002945,0.357288,0.003143,50
foundation_policy_only,0.600000,6,0.439382,0.015729,-0.011635,0.020407,0.179953,0.002078,0.428753,0.004316,0.241240,0.003830,0.121116,0.001214,0.136371,0.000824,0.153498,0.000863,0.004703,0.000650,0.312623,0.003003,0.356751,0.003146,50
foundation_policy_only,0.600000,7,0.438439,0.016420,-0.014067,0.021180,0.179752,0.002356,0.430300,0.004304,0.241566,0.003905,0.121506,0.001351,0.135802,0.000780,0.153888,0.000893,0.004736,0.000545,0.313899,0.003079,0.357862,0.003212,50
foundation_policy_only,0.600000,8,0.435353,0.015448,-0.016075,0.020149,0.178810,0.002224,0.428783,0.004296,0.240979,0.004005,0.121282,0.001159,0.136183,0.000833,0.153637,0.000841,0.004557,0.000582,0.312585,0.002947,0.356830,0.003161,50
foundation_policy_only,0.600000,9,0.437003,0.016067,-0.015178,0.020378,0.178741,0.002141,0.429750,0.004092,0.241803,0.003848,0.120893,0.001029,0.136133,0.000906,0.153637,0.000758,0.004490,0.000630,0.313074,0.002609,0.357249,0.002876,50
foundation_policy_only,0.740000,0,0.383050,0.018572,-0.096046,0.023583,0.170288,0.002570,0.454386,0.004389,0.249126,0.003927,0.124542,0.001468,0.139983,0.000955,0.157968,0.000729,0.005377,0.000609,0.327967,0.003049,0.373581,0.003261,50
foundation_policy_only,0.740000,1,0.383322,0.018033,-0.095004,0.022812,0.170145,0.002372,0.453343,0.004408,0.249090,0.003863,0.124836,0.001293,0.139950,0.000854,0.157240,0.000854,0.005229,0.000561,0.327481,0.003077,0.373113,0.003194,50
foundation_policy_only,0.740000,2,0.385270,0.017924,-0.093707,0.023001,0.169128,0.002346,0.453808,0.004546,0.248739,0.003906,0.124552,0.001316,0.140092,0.000905,0.158019,0.000874,0.005092,0.000734,0.327666,0.003223,0.373234,0.003321,50
foundation_policy_only,0.740000,3,0.380816,0.017557,-0.097965,0.022310,0.169568,0.002219,0.453649,0.004428,0.249278,0.003992,0.124689,0.001294,0.140451,0.000900,0.157036,0.000728,0.005308,0.000627,0.327703,0.003093,0.373179,0.003262,50
foundation_policy_only,0.740000,4,0.384788,0.017817,-0.093754,0.022714,0.169629,0.002456,0.453511,0.004415,0.249273,0.003992,0.124506,0.001284,0.140206,0.000902,0.157126,0.000854,0.005450,0.000573,0.327386,0.003009,0.373021,0.003204,50
