cell_id,ablation,note,task,regime,split,seed,success_rate,utility,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error,abstention_rate,predicted_risk,realized_risk
2216,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,5,0.735404,0.817450,0.682966,0.076757,0.110328,0.021648,0.192878,0.034209,0.073803,0.107820,0.079829
2217,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,6,0.710680,0.789012,0.683662,0.078247,0.108712,0.024603,0.195565,0.039129,0.074548,0.111372,0.082788
2218,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,7,0.735310,0.813761,0.680932,0.080002,0.107895,0.022678,0.195490,0.034432,0.074998,0.112610,0.081489
2219,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,8,0.717130,0.795122,0.675640,0.078162,0.114017,0.022465,0.188986,0.033685,0.073301,0.111838,0.081695
2220,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,9,0.718354,0.795271,0.672634,0.076062,0.112513,0.024053,0.191891,0.035670,0.075711,0.113237,0.081634
2221,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,0,0.711400,0.778699,0.671432,0.085891,0.114663,0.025187,0.191117,0.039223,0.076484,0.121395,0.088122
2222,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,1,0.704998,0.779861,0.677330,0.078761,0.114536,0.022501,0.196799,0.039428,0.075884,0.113490,0.083151
2223,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,2,0.712584,0.782174,0.671132,0.083801,0.113759,0.023004,0.197445,0.036459,0.075474,0.117004,0.085156
2224,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,3,0.704996,0.770302,0.669650,0.086711,0.112470,0.027002,0.196474,0.036375,0.077532,0.121980,0.088573
2225,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,4,0.704060,0.769072,0.668666,0.087426,0.117029,0.024727,0.191590,0.038387,0.074707,0.120733,0.088962
2226,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,5,0.722786,0.785575,0.668834,0.087871,0.118718,0.025382,0.196120,0.038612,0.077657,0.121523,0.089968
2227,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,6,0.696930,0.766346,0.674474,0.084851,0.116495,0.022389,0.196807,0.037108,0.076449,0.116478,0.086023
2228,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,7,0.713896,0.785604,0.676958,0.084511,0.117266,0.020836,0.195264,0.035548,0.077757,0.116323,0.084847
2229,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,8,0.704922,0.771376,0.669482,0.085786,0.113163,0.025426,0.196856,0.037261,0.074457,0.120760,0.087527
2230,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,9,0.709350,0.779851,0.671156,0.085301,0.113744,0.020282,0.195727,0.035317,0.075869,0.115780,0.084089
2231,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,0,0.692669,0.741775,0.664592,0.096910,0.126089,0.027851,0.200496,0.043761,0.079223,0.132680,0.098287
2232,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,1,0.685607,0.745205,0.667190,0.089525,0.122324,0.023082,0.200154,0.041801,0.078026,0.128494,0.090795
2233,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,2,0.695669,0.757619,0.661004,0.087925,0.118679,0.021371,0.194388,0.040215,0.080911,0.123547,0.087947
2234,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,3,0.692905,0.747625,0.667904,0.096495,0.126465,0.021929,0.199365,0.039620,0.079436,0.128710,0.093990
2235,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,4,0.692059,0.744846,0.665180,0.096140,0.124560,0.023872,0.199794,0.042032,0.081578,0.129917,0.094962
2236,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,5,0.675079,0.730531,0.664028,0.092460,0.123016,0.025522,0.194813,0.043299,0.080443,0.131426,0.094041
2237,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,6,0.692581,0.750600,0.667298,0.092125,0.121703,0.023066,0.199447,0.041834,0.078156,0.128086,0.091903
2238,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,7,0.695105,0.745952,0.660752,0.092990,0.123980,0.027141,0.200875,0.045972,0.082676,0.133613,0.095928
2239,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,8,0.686011,0.742418,0.664574,0.091355,0.119158,0.025968,0.198850,0.043699,0.080346,0.127752,0.092993
2240,minus_action_critical_error,uses generic image error only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,9,0.677763,0.730241,0.659420,0.093790,0.118774,0.026908,0.198485,0.043876,0.080741,0.131471,0.094654
2241,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,0,0.815128,0.932991,0.704943,0.059515,0.077393,0.018580,0.181320,0.025941,0.065920,0.081163,0.061039
2242,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,1,0.829610,0.945386,0.697341,0.061740,0.071521,0.016153,0.182577,0.029075,0.061892,0.081398,0.059972
2243,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,2,0.819318,0.939883,0.701427,0.055705,0.070728,0.020375,0.181986,0.025060,0.064800,0.079460,0.058627
2244,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,3,0.828244,0.947154,0.702951,0.055530,0.076429,0.017907,0.184647,0.031088,0.064990,0.080480,0.059451
2245,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,4,0.818558,0.940234,0.707631,0.055685,0.074555,0.017498,0.181478,0.031360,0.065265,0.080058,0.058924
2246,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,5,0.830032,0.946326,0.707493,0.064185,0.074314,0.016653,0.181244,0.030365,0.062552,0.082912,0.062282
2247,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,6,0.828804,0.942367,0.699525,0.061845,0.073989,0.019923,0.183652,0.028625,0.063877,0.083361,0.062671
2248,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,7,0.817850,0.935174,0.707451,0.059800,0.075467,0.019832,0.183756,0.028666,0.064712,0.084073,0.061969
2249,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,8,0.819642,0.938727,0.707061,0.062310,0.071691,0.016427,0.183826,0.025456,0.061945,0.080062,0.059790
2250,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,clean_deployment,9,0.830642,0.941712,0.699669,0.064440,0.074440,0.020913,0.182947,0.028683,0.065690,0.084996,0.064600
2251,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,0,0.805824,0.916180,0.699457,0.066239,0.074139,0.018951,0.184505,0.029259,0.065108,0.086877,0.064363
2252,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,1,0.809178,0.917503,0.699421,0.063989,0.081165,0.019388,0.189592,0.030412,0.068348,0.088500,0.065291
2253,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,2,0.824620,0.934445,0.693145,0.065099,0.075635,0.014549,0.185026,0.033057,0.066473,0.086988,0.062276
2254,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,3,0.818572,0.930082,0.703231,0.062244,0.081447,0.020311,0.182580,0.032254,0.065078,0.088159,0.065382
2255,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,4,0.803514,0.913534,0.693961,0.062749,0.077034,0.016216,0.187894,0.033204,0.065721,0.085993,0.062449
2256,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,5,0.814778,0.925617,0.701755,0.066764,0.077450,0.014833,0.184491,0.033234,0.067976,0.089299,0.063671
2257,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,6,0.796672,0.909434,0.701905,0.063224,0.079716,0.015378,0.188770,0.028946,0.068038,0.084588,0.062015
2258,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,7,0.799090,0.907081,0.694201,0.065814,0.077814,0.018603,0.186496,0.027943,0.064468,0.089607,0.064529
2259,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,8,0.830248,0.937319,0.699409,0.066039,0.081491,0.020413,0.182371,0.032836,0.067878,0.090904,0.067377
2260,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_object,9,0.797054,0.906248,0.698767,0.063364,0.080137,0.018533,0.187473,0.033579,0.064463,0.087926,0.064839
2261,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,0,0.790199,0.891462,0.691619,0.071193,0.082175,0.015452,0.187646,0.035595,0.068139,0.094142,0.067620
2262,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,1,0.781023,0.889009,0.696383,0.066153,0.079067,0.015933,0.187137,0.033225,0.066749,0.088576,0.064370
2263,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,2,0.793325,0.892789,0.693761,0.071263,0.084517,0.018056,0.191592,0.034252,0.068109,0.097158,0.069438
2264,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,3,0.795715,0.894722,0.689291,0.070018,0.083466,0.019029,0.188622,0.035188,0.068386,0.097054,0.069342
2265,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,4,0.818373,0.920578,0.691385,0.069908,0.079342,0.017577,0.191049,0.031336,0.067449,0.094222,0.066847
2266,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,5,0.793639,0.894964,0.687749,0.068133,0.082703,0.020316,0.184843,0.030703,0.067209,0.096108,0.068208
2267,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,6,0.804393,0.902052,0.696641,0.072833,0.084245,0.020920,0.191381,0.035029,0.069201,0.097875,0.071933
2268,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,7,0.798209,0.903549,0.698711,0.066773,0.083307,0.017642,0.188636,0.035844,0.066329,0.092396,0.067063
2269,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,8,0.806785,0.907352,0.692921,0.070843,0.080269,0.021169,0.186101,0.032421,0.068619,0.095609,0.069778
2270,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,heldout_camera,9,0.805375,0.912547,0.697601,0.065813,0.085154,0.017007,0.185578,0.030689,0.069049,0.090614,0.065713
2271,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,0,0.764552,0.852012,0.681779,0.076422,0.086769,0.022895,0.192904,0.035786,0.073708,0.107524,0.075493
2272,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,1,0.785080,0.874338,0.688271,0.082092,0.086332,0.017389,0.191696,0.034103,0.071121,0.103541,0.074621
2273,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,2,0.764778,0.853868,0.681911,0.074952,0.091853,0.018750,0.191165,0.037835,0.075223,0.106040,0.073870
2274,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,3,0.780458,0.871313,0.678575,0.075412,0.090066,0.016273,0.189381,0.034459,0.070478,0.102707,0.071654
2275,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,4,0.787694,0.874749,0.682841,0.079932,0.092694,0.016795,0.190858,0.035891,0.074806,0.103541,0.074962
2276,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,5,0.793830,0.886131,0.686657,0.076257,0.086290,0.017456,0.192645,0.035419,0.074413,0.104173,0.072087
2277,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,6,0.794536,0.876953,0.684947,0.083137,0.091564,0.022939,0.190689,0.036565,0.074408,0.110546,0.079936
2278,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,7,0.788840,0.879832,0.688709,0.076697,0.090835,0.019158,0.190331,0.036109,0.071416,0.106166,0.074410
2279,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,8,0.779682,0.864744,0.683369,0.078907,0.088511,0.023024,0.191975,0.038963,0.073181,0.107683,0.077716
2280,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,occlusion_shift,combined_stress,9,0.778314,0.859740,0.685973,0.084162,0.092779,0.022037,0.191038,0.039485,0.073383,0.111728,0.080698
2281,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,0,0.803562,0.919586,0.707797,0.063074,0.079954,0.015054,0.182914,0.031275,0.060793,0.083300,0.062227
2282,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,1,0.821742,0.939736,0.697069,0.059909,0.075054,0.012137,0.181945,0.029451,0.064886,0.081094,0.057609
2283,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,2,0.812456,0.928294,0.697501,0.059844,0.079672,0.012425,0.186093,0.029716,0.065133,0.082615,0.058808
2284,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,3,0.812360,0.931090,0.704533,0.057364,0.075385,0.016785,0.186998,0.030032,0.065301,0.080700,0.059260
2285,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,4,0.813882,0.933304,0.702955,0.054949,0.077682,0.016341,0.187949,0.030933,0.060966,0.080580,0.058511
2286,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,5,0.815398,0.935424,0.701359,0.057549,0.074896,0.015316,0.182342,0.028268,0.061018,0.080933,0.058072
2287,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,6,0.813224,0.924717,0.696313,0.062049,0.079195,0.016133,0.187420,0.030711,0.065308,0.086049,0.062091
2288,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,7,0.820792,0.942488,0.703405,0.056149,0.076019,0.013091,0.185056,0.028718,0.065248,0.081153,0.056438
2289,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,8,0.819830,0.941247,0.703381,0.056704,0.075656,0.012672,0.184748,0.030520,0.062058,0.078689,0.056705
2290,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,clean_deployment,9,0.804162,0.922798,0.704239,0.057899,0.075470,0.017819,0.184187,0.029317,0.061483,0.084038,0.060007
2291,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,0,0.791382,0.896204,0.697811,0.067674,0.082851,0.018362,0.190899,0.030681,0.067754,0.090806,0.066883
2292,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,1,0.817950,0.931041,0.698321,0.062034,0.078393,0.011716,0.189869,0.035018,0.066876,0.084980,0.060121
2293,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,2,0.804116,0.915338,0.698345,0.060249,0.082669,0.017955,0.189531,0.030660,0.064711,0.086792,0.063039
2294,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,3,0.810972,0.919785,0.699641,0.067559,0.078635,0.016801,0.187069,0.028796,0.066524,0.090377,0.064656
2295,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,4,0.812992,0.924413,0.698951,0.062789,0.079506,0.016137,0.186704,0.033040,0.063916,0.090133,0.062936
2296,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,5,0.803336,0.913416,0.697169,0.065299,0.082249,0.013145,0.186007,0.031867,0.065364,0.088317,0.062798
2297,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,6,0.817726,0.931623,0.701423,0.060769,0.080845,0.012998,0.190236,0.034890,0.063359,0.084821,0.060774
2298,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,7,0.790302,0.896985,0.699443,0.068149,0.082217,0.016292,0.186732,0.032709,0.066794,0.092587,0.066136
2299,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,8,0.807794,0.912445,0.692039,0.067249,0.080335,0.017319,0.184873,0.035003,0.066714,0.091741,0.066299
2300,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_object,9,0.807768,0.915533,0.691943,0.060834,0.083928,0.018363,0.188559,0.032837,0.063944,0.089154,0.064225
2301,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,0,0.800975,0.903441,0.693393,0.069727,0.084773,0.016137,0.187432,0.033692,0.066485,0.094290,0.067543
2302,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,1,0.793003,0.898426,0.696261,0.069582,0.083852,0.012501,0.188058,0.034372,0.066255,0.091038,0.065285
2303,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,2,0.809399,0.909129,0.690063,0.072877,0.085585,0.013472,0.186845,0.035449,0.068605,0.095233,0.068004
2304,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,3,0.800951,0.897126,0.686991,0.072817,0.088119,0.018293,0.188668,0.031518,0.067232,0.099441,0.070622
2305,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,4,0.778063,0.884451,0.692667,0.064952,0.087628,0.014498,0.188012,0.031051,0.065407,0.093813,0.064453
2306,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,5,0.787419,0.892220,0.696975,0.065952,0.088126,0.015051,0.188847,0.037638,0.067690,0.093753,0.066550
2307,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,6,0.796631,0.900192,0.692763,0.067167,0.083460,0.017754,0.186369,0.034846,0.067290,0.094192,0.067171
2308,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,7,0.776695,0.881864,0.693441,0.067432,0.088090,0.012680,0.189379,0.030787,0.069620,0.092655,0.064644
2309,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,8,0.788465,0.889403,0.686595,0.069047,0.081000,0.016482,0.192164,0.031513,0.069382,0.092690,0.066195
2310,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,heldout_camera,9,0.799099,0.904193,0.689379,0.068972,0.080505,0.012188,0.188624,0.032117,0.065730,0.090753,0.063668
2311,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,0,0.768497,0.856767,0.687261,0.079432,0.088889,0.019380,0.191071,0.037695,0.073196,0.105976,0.075708
2312,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,1,0.785503,0.876516,0.682323,0.074977,0.090656,0.014177,0.191831,0.041303,0.074316,0.104504,0.071591
2313,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,2,0.772923,0.858332,0.688083,0.082272,0.095177,0.018594,0.192276,0.035051,0.074529,0.108048,0.077523
2314,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,3,0.784471,0.871849,0.679059,0.078632,0.089955,0.015800,0.193700,0.036511,0.073466,0.105360,0.073269
2315,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,4,0.773005,0.864126,0.685587,0.074847,0.092959,0.015818,0.193098,0.039446,0.070856,0.105577,0.072652
2316,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,5,0.777291,0.863495,0.683139,0.080492,0.088858,0.018097,0.190990,0.040374,0.072011,0.109377,0.075948
2317,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,6,0.775837,0.863428,0.681015,0.077692,0.089407,0.019544,0.192537,0.035525,0.070526,0.106505,0.074691
2318,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,7,0.776567,0.861482,0.683553,0.081772,0.095722,0.016704,0.192733,0.035563,0.073539,0.107074,0.076399
2319,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,8,0.760511,0.845205,0.686901,0.081757,0.095270,0.017731,0.191911,0.040858,0.071134,0.107516,0.077841
2320,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,jacobian_mismatch,combined_stress,9,0.755141,0.846175,0.681981,0.074077,0.091970,0.016698,0.192665,0.036695,0.070794,0.102689,0.072080
2321,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,0,0.806520,0.913570,0.697791,0.067907,0.077764,0.018906,0.183958,0.031162,0.067869,0.090776,0.066278
2322,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,1,0.813916,0.922409,0.700053,0.066337,0.080600,0.018189,0.188600,0.028442,0.064376,0.087949,0.065243
2323,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,2,0.824586,0.930875,0.697611,0.069622,0.082401,0.015516,0.184688,0.030636,0.065786,0.088802,0.066060
2324,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,3,0.816362,0.928170,0.698307,0.064457,0.077476,0.016933,0.184709,0.027554,0.064411,0.086841,0.062765
2325,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,4,0.800932,0.911911,0.699357,0.068777,0.074733,0.014008,0.185096,0.027709,0.067129,0.086711,0.062567
2326,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,5,0.807350,0.916512,0.698103,0.066437,0.075612,0.016240,0.188818,0.032248,0.065159,0.086616,0.063748
2327,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,6,0.814016,0.924219,0.697011,0.065217,0.077749,0.013650,0.188245,0.033108,0.067609,0.088122,0.062286
2328,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,7,0.809368,0.914780,0.696423,0.068402,0.079874,0.018150,0.187901,0.031384,0.063976,0.090802,0.066582
2329,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,8,0.790698,0.901852,0.699369,0.061912,0.077200,0.019066,0.186129,0.033829,0.065679,0.086805,0.063849
2330,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,clean_deployment,9,0.816324,0.925154,0.694311,0.066602,0.075746,0.015091,0.183827,0.033816,0.066861,0.088697,0.063473
2331,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,0,0.803534,0.903954,0.684343,0.067617,0.082599,0.016472,0.188779,0.035687,0.070109,0.094545,0.066605
2332,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,1,0.796892,0.899231,0.693379,0.073007,0.078912,0.015004,0.188816,0.032106,0.066992,0.092541,0.066885
2333,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,2,0.807382,0.904750,0.691351,0.072082,0.086369,0.020344,0.189884,0.031543,0.067354,0.097000,0.071078
2334,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,3,0.796738,0.893803,0.694027,0.072977,0.086211,0.020504,0.186659,0.036557,0.066582,0.098995,0.072468
2335,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,4,0.789750,0.891173,0.686479,0.068567,0.085371,0.014959,0.186120,0.033881,0.070044,0.093688,0.066468
2336,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,5,0.789576,0.888615,0.691909,0.070692,0.083220,0.018689,0.191981,0.035568,0.065777,0.095580,0.069482
2337,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,6,0.795102,0.896672,0.690001,0.069867,0.079068,0.018303,0.190840,0.031482,0.065822,0.095171,0.067214
2338,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,7,0.793064,0.887443,0.686137,0.075577,0.086801,0.015998,0.187389,0.036618,0.068199,0.096405,0.071243
2339,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,8,0.805038,0.898977,0.688597,0.074112,0.083798,0.021111,0.191597,0.035045,0.069512,0.100186,0.072562
2340,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_object,9,0.816374,0.918445,0.686479,0.070127,0.080278,0.016140,0.184732,0.031105,0.069257,0.093982,0.066283
2341,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_camera,0,0.786048,0.882573,0.687371,0.074131,0.084158,0.015528,0.187214,0.037318,0.071437,0.097143,0.069821
2342,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_camera,1,0.789512,0.880758,0.689969,0.077371,0.086882,0.020883,0.188790,0.037678,0.068372,0.104920,0.075146
2343,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_camera,2,0.785020,0.879930,0.684533,0.075706,0.086090,0.015550,0.188723,0.032093,0.069497,0.100020,0.070074
2344,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_camera,3,0.794622,0.884219,0.683891,0.077571,0.086537,0.018392,0.191364,0.038388,0.070717,0.102581,0.073849
2345,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_camera,4,0.777738,0.866507,0.678959,0.077956,0.089328,0.017870,0.190032,0.032435,0.071580,0.103433,0.073273
2346,minus_action_critical_error,uses generic image error only,mobile_pick_reapproach,fov_escape_risk,heldout_camera,5,0.797272,0.889718,0.685733,0.074931,0.090657,0.017323,0.192758,0.033917,0.069500,0.099286,0.072064
